item_id,sentence,option_a,option_b,gold_answer,model_prediction,correct
pr_en_006545,Benjamin fermented their crops and gave them to Justin because _ lived in a rural area.,Benjamin,Justin,A,,
pr_en_006546,Benjamin fermented their crops and gave them to Justin because _ lived in an urban area.,Benjamin,Justin,B,,
pr_en_006547,Lawrence spent more on pet food every week than Joel because _ had more pets in their home.,Lawrence,Joel,A,,
pr_en_006548,Lawrence spent more on pet food every week than Joel although _ had more pets in their home.,Lawrence,Joel,B,,
pr_en_006549,"Recently, Donald has been suffering from hypochondria and Kevin was getting tired of it, so _ went to see a doctor.",Donald,Kevin,A,,
pr_en_006550,"Recently, Donald has been suffering from hypochondria and Kevin was getting tired of it, so _ brought in a doctor.",Donald,Kevin,B,,
pr_en_006551,The pool party was held at Justin's house and not Aaron's because _ pool was bigger.,Justin,Aaron,A,,
pr_en_006552,The pool party was held at Justin's house and not Aaron's because _ pool was smaller.,Justin,Aaron,B,,
pr_en_006553,The wheel of the cart had gone through the space but the handle was stuck. The _ is smaller.,wheel,handle,A,,
pr_en_006554,The wheel of the cart had gone through the space but the handle was stuck. The _ is wider.,wheel,handle,B,,
pr_en_006555,It made more sense for Justin to be the designated driver than Samuel because _ had a lot to drink.,Justin,Samuel,B,,
pr_en_006556,It made more sense for Justin to be the designated driver than Samuel because _ didn't have a lot to drink.,Justin,Samuel,A,,
pr_en_006557,Craig asked Adam's family over for dinner because _ loved to cook dinner for other people.,Craig,Adam,A,,
pr_en_006558,Craig asked Adam's family over for dinner because _ hated to cook dinner for other people.,Craig,Adam,B,,
pr_en_006559,Most people in our city used the street near our house and not the road across town because the _ gave more access.,street,road,A,,
pr_en_006560,Most people in our city used the street near our house and not the road across town because the _ gave less access.,street,road,B,,
pr_en_006561,"Sarah approached Katrina to discuss taking leave after the birth of the baby, because _ was going to be short staffed.",Sarah,Katrina,B,,
pr_en_006562,"Sarah approached Katrina to discuss taking leave after the birth of the baby, because _ was going to be a mother.",Sarah,Katrina,A,,
pr_en_006563,"We used red paint in the kitchen but not the den, because it clashed with the furniture in the _ .",kitchen,den,B,,
pr_en_006564,"We used red paint in the kitchen but not the den, because it matched with the furniture in the _ .",kitchen,den,A,,
pr_en_006565,"The mother purchased only diapers but no wipes this week, since she had too few the _ at home.",diapers,wipes,A,,
pr_en_006566,"The mother purchased only diapers but no wipes this week, since she had enough of  the _ at home.",diapers,wipes,B,,
pr_en_006567,"Logan ate more sugary candy than Samuel and rarely brushed their teeth, but _ still had more cavities.",Logan,Samuel,B,,
pr_en_006568,"Logan ate more sugary candy than Samuel and rarely brushed their teeth, therefore _ had more cavities.",Logan,Samuel,A,,
pr_en_006569,Although Kenneth was a much better writer than Joel even _ couldn't argue the other is a much better editor.,Kenneth,Joel,A,,
pr_en_006570,Although Kenneth was much worse at writing than Joel even _ couldn't argue the other is a much better editor.,Kenneth,Joel,B,,
pr_en_006571,I tried to chant Om during my lunch break outside in the park but the _ was too loud.,park,lunch break,A,,
pr_en_006572,I tried to chant Om during my lunch break outside in the park but the _ was too short.,park,lunch break,B,,
pr_en_006573,"There are ants all over the porch but not on the driveway, so there must be something on the _ they don't like.",driveway,porch,A,,
pr_en_006574,"There are ants all over the porch but not on the driveway, so there must be something on the _ they really like.",driveway,porch,B,,
pr_en_006575,Jessica told Maria that she had an ear infection and therefore could not go skiing today.  _ was sorry.,Jessica,Maria,A,,
pr_en_006576,Jessica told Maria that she had an ear infection and therefore could not go skiing today.  _ was understanding.,Jessica,Maria,B,,
pr_en_006577,"His wife was violent, with destruction of his house and clothing. The _ had been burnt down.",house,clothing,A,,
pr_en_006578,"His wife was violent, with destruction of his house and clothing. The _ had been bleached up.",house,clothing,B,,
pr_en_006579,Gaining acceptance in society was easier for Sarah than Katrina because _ had a traditional marriage.,Sarah,Katrina,A,,
pr_en_006580,Gaining acceptance in society was easier for Sarah than Katrina because _ did not have a traditional marriage.,Sarah,Katrina,B,,
pr_en_006581,The age of Elena's mother was older than Rachel's mother because _ mother was born first.,Elena,Rachel,A,,
pr_en_006582,The age of Elena's mother was older than Rachel's mother because _ mother was born after.,Elena,Rachel,B,,
pr_en_006583,"The prestigious scholarship is awarded to Laura, instead of Katrina, so _ is likely smarter.",Laura,Katrina,A,,
pr_en_006584,"The prestigious scholarship is awarded to Laura, instead of Katrina, so _ is likely dumber.",Laura,Katrina,B,,
pr_en_006585,I need either an action or romance film to watch with my boyfriend. He's actually into that explosion stuff so maybe the _ film.,romance,action,B,,
pr_en_006586,I need either an action or romance film to watch with my boyfriend. He's actually into that sappy stuff so maybe the _ film.,romance,action,A,,
pr_en_006587,John could not hear the alarm of his watch when the teacher raised his voice at him because the _ is quiet.,voice,alarm,B,,
pr_en_006588,John could not hear the alarm of his watch when the teacher raised his voice at him because the _ is loud.,voice,alarm,A,,
pr_en_006589,"Katrina's house received a lot less damage from the storm than Natalie's, because _ lived closer to the ocean.",Katrina,Natalie,B,,
pr_en_006590,"Katrina's house received a lot less damage from the storm than Natalie's, because _ lived farther from the ocean.",Katrina,Natalie,A,,
pr_en_006591,"Ben was worried about glaucoma so he took off his glasses and put sunglasses on, because the _ seemed riskier.",glasses,sunglasses,A,,
pr_en_006592,"Ben was worried about glaucoma so he took off his glasses and put sunglasses on, because the _ seemed safer.",glasses,sunglasses,B,,
pr_en_006593,"Because Brian lived in a very cold climate while Joel lived in a warm climate, _ had to dress in very few layers.",Brian,Joel,B,,
pr_en_006594,"Because Brian lived in a very cold climate while Joel lived in a warm climate, _ had to dress in several layers.",Brian,Joel,A,,
pr_en_006595,"Lindsey always cleans her jewelry, but Rachel doesn't own much jewelry, due to _ being the wealthier person.",Lindsey,Rachel,A,,
pr_en_006596,"Lindsey always cleans her jewelry, but Rachel doesn't own much jewelry, due to _ being the poorer person.",Lindsey,Rachel,B,,
pr_en_006597,Randy blamed Neil for contracting salmonella poisoning because _ cooked the Chicken Parmesan that was served.,Randy,Neil,B,,
pr_en_006598,Randy blamed Neil for contracting salmonella poisoning because _ ate the Chicken Parmesan that was served.,Randy,Neil,A,,
pr_en_006599,"After trying to call the meeting to order with a gavel, Tracy tried using an airhorn, because the _ had no effect.",gavel,airhorn,A,,
pr_en_006600,"After trying to call the meeting to order with a gavel, Tracy tried using an airhorn, and the _ had great effect.",gavel,airhorn,B,,
pr_en_006601,The child was not happy with the shoe that slipped off his leg when he was running. The _ is big.,shoe,leg,A,,
pr_en_006602,The child was not happy with the shoe that slipped off his leg when he was running. The _ is small.,shoe,leg,B,,
pr_en_006603,"After it snowed, Marc used the shovel to clear the driveway, instead of the plow. He enjoys getting a workout with the _ .",shovel,plow,A,,
pr_en_006604,"After it snowed, Marc used the shovel to clear the driveway, instead of the plow. He dislikes not getting a workout with the _ .",shovel,plow,B,,
pr_en_006605,Derrick paid for their dinner but Steven wanted their's for free because _ was generous.,Derrick,Steven,A,,
pr_en_006606,Derrick paid for their dinner but Steven wanted their's for free because _ was mean.,Derrick,Steven,B,,
pr_en_006607,The man tried to put the folder on the stand but the _ was too small.,stand,folder,A,,
pr_en_006608,The man tried to put the folder on the stand but the _ was too large.,stand,folder,B,,
pr_en_006609,"After stopping when running, Betty was able to help Rachel treat their asthma because _ has it too.",Betty,Rachel,A,,
pr_en_006610,"After stopping when running, Betty needed help from Rachel treat their asthma because _ has it too.",Betty,Rachel,B,,
pr_en_006611,"Jamie was applying makeup from her kit when her elbow hit the mirror, shattering it. Now, the _ is broken.",mirror,kit,A,,
pr_en_006612,"Jamie was applying makeup from her kit when her elbow hit the mirror, shattering it. Now, the _ is unbroken.",mirror,kit,B,,
pr_en_006613,I found more fleas on the sofa than on the recliner because my dog liked sitting on the _ .,recliner,sofa,B,,
pr_en_006614,I found more fleas on the sofa than on the recliner because my dog hated sitting on the _ .,recliner,sofa,A,,
pr_en_006615,The computers in the office ran faster than the ones in the school because the ones in the _ were newer.,school,office,B,,
pr_en_006616,The computers in the office ran faster than the ones in the school because the ones in the _ were older.,school,office,A,,
pr_en_006617,It was easier to break down the plastic than the glass in this case for recycling since the _ was rather sturdy.,plastic,glass,B,,
pr_en_006618,It was easier to break down the plastic than the glass in this case for recycling since the _ was rather brittle.,plastic,glass,A,,
pr_en_006619,"Since John was having trouble seeing at night, he decided to get the glasses rather than the contacts, because the _ was, he thought, intrusive.",contacts,glasses,A,,
pr_en_006620,"Since John was having trouble seeing at night, he decided to get the glasses rather than the contacts, because the _ was, he thought, liberating.",contacts,glasses,B,,
pr_en_006621,Joel was talented with water-based paint while Dennis loved to sing. _ was shy on stage.,Joel,Dennis,A,,
pr_en_006622,Joel was talented with water-based paint while Dennis loved to sing. _ was outgoing on stage.,Joel,Dennis,B,,
pr_en_006623,Kayla got sicker at the diner than Sarah because _ meal had raw chicken in it.,Kayla,Sarah,A,,
pr_en_006624,Kayla got sicker at the diner than Sarah because _ meal had fully cooked chicken in it.,Kayla,Sarah,B,,
pr_en_006625,"Randy avoided the chicken parmesan and a side salad, but Ryan ordered something else, because _ was on a vegetarian diet.",Randy,Ryan,B,,
pr_en_006626,"Randy ordered the chicken parmesan and a side salad, but Ryan ordered something else, because _ was on a paleo diet.",Randy,Ryan,A,,
pr_en_006627,Jeremy wanted a unique piece of art for his home and got the statue but not the painting because the _ was cool.,statue,painting,A,,
pr_en_006628,Jeremy wanted a unique piece of art for his home and got the statue but not the painting because the _ was lame.,statue,painting,B,,
pr_en_006629,He wants a rabbit but the mom doesn't want to care for it and dad thinks its a waste of money. The _ was too busy for this.,dad,mom,B,,
pr_en_006630,He wants a rabbit but the mom doesn't want to care for it and dad thinks its a waste of money. The _ was surprised it was free.,dad,mom,A,,
pr_en_006631,The knitted sweater I bought from the market did not fit into the bag. The _ was too bulky.,bag,sweater,B,,
pr_en_006632,The knitted sweater I bought from the market did not fit into the bag. The _ was too tiny.,bag,sweater,A,,
pr_en_006633,"A tortoise crawled in front of William's car, so Nelson got out of the passenger seat to move it away. _ got back into the car once it was safe.",William,Nelson,B,,
pr_en_006634,"A tortoise crawled in front of William's car, so Nelson got out of the passenger seat to move it away. _ waited until it was safe to drive away.",William,Nelson,A,,
pr_en_006635,Betty talked to Sarah about her boyfriend. He made her extremely happy.  _ envied him.,Betty,Sarah,B,,
pr_en_006636,Betty talked to Sarah about her boyfriend. He made her extremely happy. _ loved him.,Betty,Sarah,A,,
pr_en_006637,Kyle stole the ball from Ryan during a friendly game so _ asked for the ball back.,Kyle,Ryan,B,,
pr_en_006638,Kyle stole the ball from Ryan during a friendly game so _ gave the ball back.,Kyle,Ryan,A,,
pr_en_006639,The plant root broke out of the pot as it continues to grow and the _ becomes weaker.,root,pot,B,,
pr_en_006640,The plant root broke out of the pot as it continues to grow and the _ becomes stronger.,root,pot,A,,
pr_en_006641,Kyle had more bugs on their body than Ryan did because _ was playing inside all day.,Kyle,Ryan,B,,
pr_en_006642,Kyle had more bugs on their body than Ryan did because _ was playing outside all day.,Kyle,Ryan,A,,
pr_en_006643,The manager at the ad agency was impressed by Mary's portfolio. The _ was creative.,ad agency,portfolio,B,,
pr_en_006644,The manager at the ad agency was impressed by Mary's portfolio. The _ needed creativity.,ad agency,portfolio,A,,
pr_en_006645,"The attorney doesn't mind doing filing papers, though he hates reading briefs. The _ aspect of his job is undemanding.",filing papers,reading briefs,A,,
pr_en_006646,"The attorney doesn't mind doing filing papers, though he hates reading briefs. The _ aspect of his job is demanding.",filing papers,reading briefs,B,,
pr_en_006647,The chef fried the food in hot oil until it was crisp; the _ was delicious.,food,oil,A,,
pr_en_006648,The chef fried the food in hot oil until it was crisp; the _ was bubbling.,food,oil,B,,
pr_en_006649,"Felicia cared quite a lot about how their body looked to Cynthia, because _ was attractive.",Felicia,Cynthia,B,,
pr_en_006650,"Felicia cared quite a lot about how their body looked to Cynthia, because _ was insecure.",Felicia,Cynthia,A,,
pr_en_006651,Jessica wanted Kayla to attend the birth of her child but she had other plans.  _ was disappointed she couldn't make it.,Jessica,Kayla,A,,
pr_en_006652,Jessica wanted Kayla to attend the birth of her child but she had other plans. _ was happy that she couldn't make it.,Jessica,Kayla,B,,
pr_en_006653,"She had an old wooden board and the new plastic board. When she chopped the garlic, she chopped it on the _ although it was tarnished.",plastic board,wooden board,B,,
pr_en_006654,"She had an old wooden board and the new plastic board. When she chopped the garlic, she chopped it on the _ since it was pristine.",plastic board,wooden board,A,,
pr_en_006655,"At the party, Marion ignored Victoria and opened her arms to hug Erin, because Marion hated _ .",Victoria,Erin,A,,
pr_en_006656,"At the party, Marion ignored Victoria and opened her arms to hug Erin, because Marion loved _ .",Victoria,Erin,B,,
pr_en_006657,Robert has a much harder time managing the heat than Samuel because _ lives in Russia.,Robert,Samuel,A,,
pr_en_006658,Robert has a much easier time managing the heat than Samuel because _ lives in Russia.,Robert,Samuel,B,,
pr_en_006659,Ellie paid more for her skirt than she did for her dress because the _ was a knock off brand.,dress,skirt,A,,
pr_en_006660,Ellie paid more for her skirt than she did for her dress because the _ was a name brand.,dress,skirt,B,,
pr_en_006661,Lawrence had to go to many retailers to buy their supplies but not Steven because _ lived in a town with small stores.,Lawrence,Steven,A,,
pr_en_006662,Lawrence had to go to many retailers to buy their supplies but not Steven because _ lived in a town with mega stores.,Lawrence,Steven,B,,
pr_en_006663,Christine had a flower garden that was twice as big as Maria's since _ had more time to tend to it.,Christine,Maria,A,,
pr_en_006664,Christine had a flower garden that was twice as big as Maria's since _ had less time to tend to it.,Christine,Maria,B,,
pr_en_006665,Jeffrey was angry with Nick because _ destroyed a school book that he lent him.,Jeffrey,Nick,B,,
pr_en_006666,Jeffrey was angry with Nick because _ lent him a school book that he destroyed.,Jeffrey,Nick,A,,
pr_en_006667,Kyle showed Joseph how to use the teflon tape to repair his faucet because _ is good with home repair.,Kyle,Joseph,A,,
pr_en_006668,Kyle showed Joseph how to use the teflon tape to repair his faucet because _ is new to home repair.,Kyle,Joseph,B,,
pr_en_006669,"The bed sheet we purchased would not fit on the new mattress, the _ was too small.",bed sheet,mattress,A,,
pr_en_006670,"The bed sheet we purchased would not fit on the new mattress, the _ was too large.",bed sheet,mattress,B,,
pr_en_006671,"Hi grandparents moved out of the house and into the condominium, as by this time the _ was affordable for them.",house,condominium,B,,
pr_en_006672,"Hi grandparents moved out of the house and into the condominium, as by this time the _ was expensive for them.",house,condominium,A,,
pr_en_006673,The light came in the bedroom as the curtain did not fit the window because the _ was too big.,curtain,window,B,,
pr_en_006674,The light came in the bedroom as the curtain did not fit the window because the _ was too small.,curtain,window,A,,
pr_en_006675,"Randy needs advice from Craig about how to live a healthy lifestyle, because _ is in fantastic shape.",Randy,Craig,B,,
pr_en_006676,"Randy needs advice from Craig about how to live a healthy lifestyle, because _ is very out of shape.",Randy,Craig,A,,
pr_en_006677,Adam needed to trim their nails while Craig did not because the nails of _ were quite long.,Adam,Craig,A,,
pr_en_006678,Adam needed to trim their nails while Craig did not because the nails of _ were quite short.,Adam,Craig,B,,
pr_en_006679,The parents were angry at Hunter and not Brett because _ did not break their heirloom vase.,Hunter,Brett,B,,
pr_en_006680,The parents were angry at Hunter and not Brett because _ broke their heirloom vase.,Hunter,Brett,A,,
pr_en_006681,"Ryan's homes is filled with gerbils, and Christopher has none at all. _ 's home smells funny.",Ryan,Christopher,A,,
pr_en_006682,"Ryan's homes is filled with gerbils, and Christopher has none at all. _ 's home smells nice.",Ryan,Christopher,B,,
pr_en_006683,"When Amy discovered Sarah drinking water straight from the tap, _ was filled with shame.",Amy,Sarah,B,,
pr_en_006684,"When Amy discovered Sarah drinking water straight from the tap, _ was filled with disgust.",Amy,Sarah,A,,
pr_en_006685,"Gabe wanted to bark tan his leather jacket for winter, so he bought the bark and ground it up into a powder. The _ was fine and grainy.",bark,powder,B,,
pr_en_006686,"Gabe wanted to bark tan his leather jacket for winter, so he bought the bark and ground it up into a powder. The _ was big and chunky.",bark,powder,A,,
pr_en_006687,Matthew was almost always behind Dennis because _ was a far more experienced horse rider.,Matthew,Dennis,B,,
pr_en_006688,Matthew was almost always in front of Dennis because _ was a far more experienced horse rider.,Matthew,Dennis,A,,
pr_en_006689,"after so much work, we needed to do some relaxation for the nest assignments, the _ were too little.",assignment,relaxation,B,,
pr_en_006690,"after so much work, we needed to do some relaxation for the nest assignments, the _ were too many.",assignment,relaxation,A,,
pr_en_006691,The homemaker took the dishes out of the dishwasher and put them in the cupboard until the _ was full.,dishwasher,cupboard,B,,
pr_en_006692,The homemaker took the dishes out of the dishwasher and put them in the cupboard until the _ was empty.,dishwasher,cupboard,A,,
pr_en_006693,William needed more wood this winter than Nick because _ used less of it last year.,William,Nick,B,,
pr_en_006694,William needed more wood this winter than Nick because _ used all of it last year.,William,Nick,A,,
pr_en_006695,Tanya knew much more about their neighbor than Monica although _ was always spying on them.,Tanya,Monica,B,,
pr_en_006696,Tanya knew much more about their neighbor than Monica because _ was always spying on them.,Tanya,Monica,A,,
pr_en_006697,Playing Scrabble is fun for Joel but not Hunter because _ knows a lot of difficult words.,Joel,Hunter,A,,
pr_en_006698,Playing Scrabble is fun for Joel but not Hunter because _ knows a lot of simple words.,Joel,Hunter,B,,
pr_en_006699,"Cold sores are a problem for Kayla, but Erin never gets them. _ has avoided the herpes virus.",Kayla,Erin,B,,
pr_en_006700,"Cold sores are a problem for Kayla, but Erin never gets them. _ has contracted the herpes virus.",Kayla,Erin,A,,
pr_en_006701,"Jim had an art lesson in which he could choose to make either a plate or a vase. He decide to choose the _ , because it was shorter.",plate,vase,A,,
pr_en_006702,"Jim had an art lesson in which he could choose to make either a plate or a vase. He decide to choose the _ , because it was taller.",plate,vase,B,,
pr_en_006703,"Cynthia showed Rebecca how to prepare the strawberry cheesecake, since _ was a cooking professional.",Cynthia,Rebecca,A,,
pr_en_006704,"Cynthia showed Rebecca how to prepare the strawberry cheesecake, since _ was a cooking novice.",Cynthia,Rebecca,B,,
pr_en_006705,The electrician used the tweezers instead of the pliers as the needed to get in a tight place and the _ were thinner.,tweezers,pliers,A,,
pr_en_006706,The electrician used the tweezers instead of the pliers as the needed to get in a tight place and the _ were thicker.,tweezers,pliers,B,,
pr_en_006707,Donald was in favour of equality for women but Brett was not as _ was a misogynist.,Donald,Brett,B,,
pr_en_006708,Donald was in favour of equality for women but Brett was not as _ was a feminist.,Donald,Brett,A,,
pr_en_006709,The bristles of the paintbrush were made of horse hair and the bristles of the hairbrush were made of plastic. The _ had the natural bristles.,paintbrush,hairbrush,A,,
pr_en_006710,The bristles of the paintbrush were made of horse hair and the bristles of the hairbrush were made of plastic. The _ had the manufactured bristles.,paintbrush,hairbrush,B,,
pr_en_006711,Sarah enjoyed drinking strong coffee but not Monica because _ abhorred the taste of coffee.,Sarah,Monica,B,,
pr_en_006712,Sarah enjoyed drinking strong coffee but not Monica because _ savored the taste of coffee.,Sarah,Monica,A,,
pr_en_006713,The water in the fountain tasted better than the water in the bottle because the water in the _ had more iron.,fountain,bottle,B,,
pr_en_006714,The water in the fountain tasted worse than the water in the bottle because the water in the _ had more iron.,fountain,bottle,A,,
pr_en_006715,It took john five months to study french and three weeks to study English and he decided the _ is a difficult language.,french,English,A,,
pr_en_006716,It took john five months to study french and three weeks to study English and he decided the _ is a easy language.,french,English,B,,
pr_en_006717,Chase was a mile away and Bank of America was 3 miles away. Tom traveled to the _ second because it was farther.,Bank of America,Chase,A,,
pr_en_006718,Chase was a mile away and Bank of America was 3 miles away. Tom traveled to the _ first because it was closer.,Bank of America,Chase,B,,
pr_en_006719,"The old lady noticed that Katrina never wore accessories like Felicia, due to _ hating fashion.",Katrina,Felicia,A,,
pr_en_006720,"The old lady noticed that Katrina never wore accessories like Felicia, due to _ loving fashion.",Katrina,Felicia,B,,
pr_en_006721,"When Michael dropped his purple marble, Dennis laughed, so mother gave _ an angry look.",Michael,Dennis,B,,
pr_en_006722,"When Michael dropped his purple marble, Dennis laughed, so mother gave _ a sympathetic look.",Michael,Dennis,A,,
pr_en_006723,Eric is known as bilingual whereas Jason is not because _ still can't speak Spanish fluently.,Eric,Jason,B,,
pr_en_006724,Eric is known as bilingual whereas Jason is not because _ can speak Spanish fluently.,Eric,Jason,A,,
pr_en_006725,"Ramos tried to send the file from his personal computer to his USB on Tuesday afternoon, but the _ reached memory limit.",computer,USB,B,,
pr_en_006726,"Ramos tried to send the file from his personal computer to his USB on Tuesday afternoon, but the _ broke down during transfer.",computer,USB,A,,
pr_en_006727,"Joel has decided to start cooking and asks for Christopher's help on how to boil lasagna noodles, because _ is a newbie.",Joel,Christopher,A,,
pr_en_006728,"Joel has decided to start cooking and asks for Christopher's help on how to boil lasagna noodles, because _ is experienced chef.",Joel,Christopher,B,,
pr_en_006729,She hated the way her hair looked after using the flat iron because the _ was dry.,hair,iron,A,,
pr_en_006730,She hated the way her hair looked after using the flat iron because the _ was hot.,hair,iron,B,,
pr_en_006731,"Craig was upset he had to stay home while Neil got to travel to England, because _ 's passport was approved.",Craig,Neil,B,,
pr_en_006732,"Craig was upset he had to stay home while Neil got to travel to England, because _ 's passport was denied.",Craig,Neil,A,,
pr_en_006733,"Lawrence was able to go to the store daily unlike Aaron, due to the fact that _ lived in the countryside.",Lawrence,Aaron,B,,
pr_en_006734,"Lawrence was able to go to the store daily unlike Aaron, due to the fact that _ lived in the city.",Lawrence,Aaron,A,,
pr_en_006735,The man tried to set up the screen on the wall but the _ was too short.,wall,screen,A,,
pr_en_006736,The man tried to set up the screen on the wall but the _ was too long.,wall,screen,B,,
pr_en_006737,"She wanted to add decor into the fish bowl, but was unable to because the _ was too small.",decor,bowl,B,,
pr_en_006738,"She wanted to add decor into the fish bowl, but was unable to because the _ was too large.",decor,bowl,A,,
pr_en_006739,Craig helped Brian study for the upcoming chemistry test because _ was feeling very stressed about it.,Craig,Brian,B,,
pr_en_006740,Craig helped Brian study for the upcoming chemistry test because _ was feeling very confident about it.,Craig,Brian,A,,
pr_en_006741,"The shower was blocked off, and the shower wall was sprayed down with aerosol since the _ was contaminated.",wall,aerosol,A,,
pr_en_006742,"The shower was blocked off, and the shower wall was sprayed down with aerosol since the _ was pure.",wall,aerosol,B,,
pr_en_006743,Christine had a safer job than Samantha since _ worked as a welder at great heights.,Christine,Samantha,B,,
pr_en_006744,Christine had a more dangerous job than Samantha since _ worked as a welder at great heights.,Christine,Samantha,A,,
pr_en_006745,"Hunter was unable to explain their behavior while looking Samuel in the eyes, because _ being deceitful.",Hunter,Samuel,A,,
pr_en_006746,"Hunter was unable to explain their behavior while looking Samuel in the eyes, because _ being cruel.",Hunter,Samuel,B,,
pr_en_006747,Rebecca's lips were kissable compared to Jessica's. _ never exfoliated and moisturized them regularly.,Rebecca,Jessica,B,,
pr_en_006748,Rebecca's lips were kissable compared to Jessica's. _ always exfoliated and moisturized them regularly.,Rebecca,Jessica,A,,
pr_en_006749,Nick's favorite color is black and Aaron's favorite color is orange because _ hates nighttime.,Nick,Aaron,B,,
pr_en_006750,Nick's favorite color is black and Aaron's favorite color is orange because _ likes nighttime.,Nick,Aaron,A,,
pr_en_006751,Leslie knew Randy had a lot of social anxiety. _ knew to give him a lot of personal space.,Leslie,Randy,A,,
pr_en_006752,Leslie knew Randy had a lot of social anxiety. _  wanted a lot of personal space.,Leslie,Randy,B,,
pr_en_006753,Christine is much taller than Patricia is because _ 's parents were very large people.,Christine,Patricia,A,,
pr_en_006754,Christine is much taller than Patricia is because _ 's parents were very small people.,Christine,Patricia,B,,
pr_en_006755,"Erin drank her fill while Sarah abstained, since _ had a high tolerance for alcohol .",Erin,Sarah,A,,
pr_en_006756,"Erin drank her fill while Sarah abstained, since _ had a low tolerance for alcohol .",Erin,Sarah,B,,
pr_en_006757,Gem needed to heal her broken heart so she bought both ice cream and chocolate. She chose to eat the _ first because she was hot.,ice cream,chocolate,A,,
pr_en_006758,Gem needed to heal her broken heart so she bought both ice cream and chocolate. She chose to eat the _ first because she was cold.,ice cream,chocolate,B,,
pr_en_006759,Jeff needed to buy new shirts but not new pants because the _ he owned were worn out.,shirts,pants,A,,
pr_en_006760,Jeff needed to buy new shirts but not new pants because the _ he owned were new.,shirts,pants,B,,
pr_en_006761,The car driven by Benjamin was much more damaged than Steven's because _ was driving faster.,Benjamin,Steven,A,,
pr_en_006762,The car driven by Benjamin was much more damaged than Steven's because _ was driving slower.,Benjamin,Steven,B,,
pr_en_006763,Jessica encounters more pains on a daily basis than Megan due to _ being healthy.,Jessica,Megan,B,,
pr_en_006764,Jessica encounters more pains on a daily basis than Megan due to _ being sick.,Jessica,Megan,A,,
pr_en_006765,The tune of the songs were motivating to listen to while doing light housework but not while doing his serious job. The _ was more mild.,job,housework,B,,
pr_en_006766,"The tune of the songs were motivating to listen to while doing light housework, but not while doing his serious job. The _ was more intense.",job,housework,A,,
pr_en_006767,"Chris decided to wear her loafers to the funeral instead of her sneakers, because she felt the _ would be appropriate for it.",loafers,sneakers,A,,
pr_en_006768,"Chris decided to wear her loafers to the funeral instead of her sneakers, because she felt the _ would be inappropriate for it.",loafers,sneakers,B,,
pr_en_006769,"In order to practice Taekwondo, he punched the bag instead of the wall. The _ was softer.",bag,wall,A,,
pr_en_006770,"In order to practice Taekwondo, he punched the bag instead of the wall. The _ was harder.",bag,wall,B,,
pr_en_006771,Carrie wanted to prune their Forsythia so they asked Jennifer to help because _ was good at taking care of plants.,Carrie,Jennifer,B,,
pr_en_006772,Carrie wanted to prune their Forsythia so they asked Jennifer to help because _ was bad at taking care of plants.,Carrie,Jennifer,A,,
pr_en_006773,"We wanted to go and take the plastic to the dump instead of all of the wood, because the _ is lighter.",wood,plastic,B,,
pr_en_006774,"We wanted to go and take the plastic to the dump instead of all of the wood, because the _ is heavier.",wood,plastic,A,,
pr_en_006775,"After class, Maria gave Katrina a huge hug, because _ was having a bad day.",Maria,Katrina,B,,
pr_en_006776,"After class, Maria  gave Katrina a huge hug, because _ was having a great day.",Maria,Katrina,A,,
pr_en_006777,"The guitar is more pleasurable to listen to because we can hear it, unlike the piano. The _ is louder.",guitar,piano,A,,
pr_en_006778,"The guitar is more pleasurable to listen to because we can hear it, unlike the piano. The _ is quiter.",guitar,piano,B,,
pr_en_006779,The teacher has a complaint or two about the new classroom and the old book. The _ is too outdated she said.,book,classroom,A,,
pr_en_006780,The teacher has a complaint or two about the new classroom and the old book. The _ is too modernized she said.,book,classroom,B,,
pr_en_006781,"Ryan had gained some weight over the holidays but Ian hadn't, so _ increased the amount of walking they did for exercise.",Ryan,Ian,A,,
pr_en_006782,"Ryan had gained some weight over the holidays but Ian hadn't, so _ didn't increase the amount of walking they did for exercise.",Ryan,Ian,B,,
pr_en_006783,"The team used the ball on the wall more than the floor, because the _ made it bounce in a preferable way.",wall,floor,A,,
pr_en_006784,"The team used the ball on the wall more than the floor, because the _ made it bounce in an unhelpful way.",wall,floor,B,,
pr_en_006785,The parents got their children masks as costumes for their children instead of robes because the _ were on sale.,masks,costumes,A,,
pr_en_006786,The parents got their children masks as costumes for their children instead of robes because the _ were expensive.,masks,costumes,B,,
pr_en_006787,Michael was very good at using Excel but Justin was not. _ made a perfect spreadsheet for the project.,Michael,Justin,A,,
pr_en_006788,Michael was very good at using Excel but Justin was not. _ made a lousy spreadsheet for the project.,Michael,Justin,B,,
pr_en_006789,Maria was telling Patricia about the woman in her group and _ asked if they should come join.,Maria,Patricia,B,,
pr_en_006790,Maria was telling Patricia about the woman in her group and _ said that they should come join.,Maria,Patricia,A,,
pr_en_006791,"Ben had too much hair on his arm and stomach, but he decided to only shave the _ because it was invisible.",arm,stomach,B,,
pr_en_006792,"Ben had too much hair on his arm and stomach, but he decided to only shave the _ because it was visible.",arm,stomach,A,,
pr_en_006793,"Gem wanted her eyebrows done. She had the choice of getting a tattoo or extension, but she chose the _ because it was painless.",tattoo,extension,B,,
