item_id,premise,hypothesis
ps_ru_002652,"В дополнение, после впечатляющих результатов Счетной палаты США и получения прибыли от инвестиций, Счетной палате остается только принимать решения о  распределении ресурсов, которые намного выше средних показателей, другим федеральным организациям.",Счётная Палата США имеет наихудшие показатели среди исполнительных федеральных органов и её финансирование будет урезано.
ps_ru_002653,"Наконец, интенсивность почтовых отправлений, представляется более важным фактором стоимости доставки, чем объем по действующим тарифам Франции и США.",Компактность почтового отправления вообще не влияет на затраты.
ps_ru_002654,"Наконец, интенсивность почтовых отправлений, представляется более важным фактором стоимости доставки, чем объем по действующим тарифам Франции и США.",Количество почтовых отделений в два раза превышает объем затрат на доставку.
ps_ru_002655,"Наконец, интенсивность почтовых отправлений, представляется более важным фактором стоимости доставки, чем объем по действующим тарифам Франции и США.",Почтовая плотность влияет на цену доставки больше чем объемы.
ps_ru_002656,"В бизнесе, если ты партнер, который создаёт стоимость, который нацелен на потребности клиентов, то результат","Идеально ориентироваться на прибыль, а не на клиентов."
ps_ru_002657,"В бизнесе, если ты партнер, который создаёт стоимость, который нацелен на потребности клиентов, то результат",Партнеры могут ориентироваться на клиентов в своем бизнесе.
ps_ru_002658,"В бизнесе, если ты партнер, который создаёт стоимость, который нацелен на потребности клиентов, то результат",Для достижения успеха партнеры должны сосредоточится на клиентах.
ps_ru_002659,"Кроме того, чётко обозначьте ограниченность данных, так чтобы на их основании невозможно было сделать неверные или непреднамеренные выводы.",Нам не следует даже обсуждать ограничения данных.
ps_ru_002660,"Кроме того, чётко обозначьте ограниченность данных, так чтобы на их основании невозможно было сделать неверные или непреднамеренные выводы.","Важно показать пределы данных, или люди сделают плохие выводы, которые уничтожат исследование."
ps_ru_002661,"Кроме того, чётко обозначьте ограниченность данных, так чтобы на их основании невозможно было сделать неверные или непреднамеренные выводы.",важно показывать весь объем информации.
ps_ru_002662,"Наконец, если данные, которые вы оценили, не являются полностью достоверными, вы должны включить данные факты в отчет и рекомендовать объекту аудита принять корректирующие действия.",Сохранение физических квитанций - один из способов повышения надежности данных.
ps_ru_002663,"Наконец, если данные, которые вы оценили, не являются полностью достоверными, вы должны включить данные факты в отчет и рекомендовать объекту аудита принять корректирующие действия.",Подвергшаяся аудиту структура может предпринять меры по исправлению недостатков с целью повышения достоверности данных.
ps_ru_002664,"Наконец, если данные, которые вы оценили, не являются полностью достоверными, вы должны включить данные факты в отчет и рекомендовать объекту аудита принять корректирующие действия.",Недостоверные данные должны сообщаться только сотрудникам правоохранительных органов.
ps_ru_002665,"Получив планируемое вспомогательное финансирование от LSC, Bar Foundation наняла консультанта, который должен был помочь Координационному совету разработать план переконфигурации для предоставления в LSC в этом марте.",Bar Foundation нанял консультанта с использованием исключительно собственных средств.
ps_ru_002666,"Получив планируемое вспомогательное финансирование от LSC, Bar Foundation наняла консультанта, который должен был помочь Координационному совету разработать план переконфигурации для предоставления в LSC в этом марте.",Фонд исследования права получает средства от LSC.
ps_ru_002667,"Получив планируемое вспомогательное финансирование от LSC, Bar Foundation наняла консультанта, который должен был помочь Координационному совету разработать план переконфигурации для предоставления в LSC в этом марте.",Местный школьный совет рассмотрит данный план в течении выделенных 90 дней.
ps_ru_002668,"Эти решения следует применить и к типам вмешательств, соответствующих каждому образовательному и медицинскому центру, и к специфическим проблемам пациента.","Электрошоковая терапия - единственное вмешательство, разрешенное для любого пациента."
ps_ru_002669,"Эти решения следует применить и к типам вмешательств, соответствующих каждому образовательному и медицинскому центру, и к специфическим проблемам пациента.",Двумя наиболее частыми видами лечения пациентов являются групповая и частная терапия.
ps_ru_002670,"Эти решения следует применить и к типам вмешательств, соответствующих каждому образовательному и медицинскому центру, и к специфическим проблемам пациента.","Существует несколько видов процедур, каждая из которых может сочетаться с определенной эффективной дозой."
ps_ru_002671,"Деловые предприятия используют это устройство для создания стопроцентной дочерней компании, — сказал господин Делани, исполнительный директор   Ассоциации правоведов Нью-Йорка.",Это устройство помогает компаниям создавать 10 дочерних предприятий.
ps_ru_002672,"Деловые предприятия используют это устройство для создания стопроцентной дочерней компании, — сказал господин Делани, исполнительный директор   Ассоциации правоведов Нью-Йорка.",Это приспособление помогает компаниям создавать дочерние организации.
ps_ru_002673,"Деловые предприятия используют это устройство для создания стопроцентной дочерней компании, — сказал господин Делани, исполнительный директор   Ассоциации правоведов Нью-Йорка.",Устройство предназначено только для некоммерческих организаций.
ps_ru_002674,"Дело Чавеса отражает результаты исследования колорадской юридической фирмы, которое показало, что мигранты, работающие на фермах штата, регулярно подвергаются воздействию опасных пестицидов в нарушение федеральных законов.",Дело Чавеса согласуется с юридическими службами Колорадо.
ps_ru_002675,"Дело Чавеса отражает результаты исследования колорадской юридической фирмы, которое показало, что мигранты, работающие на фермах штата, регулярно подвергаются воздействию опасных пестицидов в нарушение федеральных законов.","Дело Чавеса говорит о том, что он был отравлен на кукурузных полях."
ps_ru_002676,"Дело Чавеса отражает результаты исследования колорадской юридической фирмы, которое показало, что мигранты, работающие на фермах штата, регулярно подвергаются воздействию опасных пестицидов в нарушение федеральных законов.",Случай Чавеса был связан с чаепитиями.
ps_ru_002677,"Социальная страховка не включая программа, созданные исключительно или в первую очередь для государственных служащих, например, пенсионные планы.","Социальное страхование не включает программы, предназначенные только для федеральных сотрудников из-за принятого закона."
ps_ru_002678,"Социальная страховка не включая программа, созданные исключительно или в первую очередь для государственных служащих, например, пенсионные планы.","Социальное страхование не распространяется на программы, предназначенные только для федеральных работников."
ps_ru_002679,"Социальная страховка не включая программа, созданные исключительно или в первую очередь для государственных служащих, например, пенсионные планы.",Социальное обеспечение включает только программы для федеральных служащих.
ps_ru_002680,В этот список входят официально одобренный (обычно руководителем путешественника) ваучер и дополнительное свидетельство удостоверяющего должностного лица в подтверждение обоснованности претензий.,"Список говорит о том, кто купил товары."
ps_ru_002681,В этот список входят официально одобренный (обычно руководителем путешественника) ваучер и дополнительное свидетельство удостоверяющего должностного лица в подтверждение обоснованности претензий.,"Судя по ведомости, ваучер одобрил один из троих человек."
ps_ru_002682,В этот список входят официально одобренный (обычно руководителем путешественника) ваучер и дополнительное свидетельство удостоверяющего должностного лица в подтверждение обоснованности претензий.,"В списке указано, кто одобрил ваучер."
ps_ru_002683,В таком случае кредитный фонд жертвует процентами ценных бумаг Казначейства на инвестированный баланс и вместо этого получает процент с фонда-заемщика на сумму займа.,"В некоторых случаях фонд кредитования не получает весь процент, поэтому им приходится зарабатывать его другими способами."
ps_ru_002684,В таком случае кредитный фонд жертвует процентами ценных бумаг Казначейства на инвестированный баланс и вместо этого получает процент с фонда-заемщика на сумму займа.,В некоторых случаях фонд кредитования не получает все выплаты по процентам.
ps_ru_002685,В таком случае кредитный фонд жертвует процентами ценных бумаг Казначейства на инвестированный баланс и вместо этого получает процент с фонда-заемщика на сумму займа.,Фонду выдачи займов всегда гарантируется процент в размере 9%.
ps_ru_002686,"Этот временной промежуток отображет в Документе А-3 в Приложении А. Однако, в зависимости от специфики проекта, необходимое количество времени может отличаться на пару месяцев.",В приложении A указаны имена исследователей.
ps_ru_002687,"Этот временной промежуток отображет в Документе А-3 в Приложении А. Однако, в зависимости от специфики проекта, необходимое количество времени может отличаться на пару месяцев.","В Приложении А указано время, необходимое для выполнения."
ps_ru_002688,"Этот временной промежуток отображет в Документе А-3 в Приложении А. Однако, в зависимости от специфики проекта, необходимое количество времени может отличаться на пару месяцев.",В приложении А указано время.
ps_ru_002689,"Однако Комитет не может просто свободно дать любую старую рекомендацию, так как номер увеличивается.","Комиссия может дать любую рекомендацию, которую сочтет нужной."
ps_ru_002690,"Однако Комитет не может просто свободно дать любую старую рекомендацию, так как номер увеличивается.",При выдаче рекомендаций комиссия должна следовать определенным правилам.
ps_ru_002691,"Однако Комитет не может просто свободно дать любую старую рекомендацию, так как номер увеличивается.",Эти правила изложены в трех отдельных книгах.
ps_ru_002692,"Понятие возможность для обучения, хотя на данный момент оно всего лишь формируется, является частью основополагающего интереса при проведении мероприятий по реабилитации бывших алкоголиков в отделениях интенсивной терапии.",В деятельность больницы нельзя никогда вмешиваться.
ps_ru_002693,"Понятие возможность для обучения, хотя на данный момент оно всего лишь формируется, является частью основополагающего интереса при проведении мероприятий по реабилитации бывших алкоголиков в отделениях интенсивной терапии.","Есть некая причина, чтобы проводить терапию алкоголизма в отделении скорой помощи, пока пациент еще пьян."
ps_ru_002694,"Понятие возможность для обучения, хотя на данный момент оно всего лишь формируется, является частью основополагающего интереса при проведении мероприятий по реабилитации бывших алкоголиков в отделениях интенсивной терапии.","Есть некоторый смысл в том, чтобы проводить алкогольное вмешательство в реанимационной."
ps_ru_002695,Почтовая служба более уязвима для тактики снятия сливок по сравнению с другими почтовыми управлениями.,"Снятие сливок - это то, чему подвержены почтовые службы."
ps_ru_002696,Почтовая служба более уязвима для тактики снятия сливок по сравнению с другими почтовыми управлениями.,Пересылка макулатурной почты является важной статьей дохода почтовой службы.
ps_ru_002697,Почтовая служба более уязвима для тактики снятия сливок по сравнению с другими почтовыми управлениями.,Почтовая служба не должна отдавать предпочтение определенному типу клиентов.
ps_ru_002698,"Наши первоначальные наблюдения показывают, что отчеты об эффективности GPRA, вероятно, будут более полезными, если они",Отчеты по Закону о работе правительства и ее результатах используются для оценки бюджетных ассигнований и производительности департаментов.
ps_ru_002699,"Наши первоначальные наблюдения показывают, что отчеты об эффективности GPRA, вероятно, будут более полезными, если они","По нашим наблюдениям, невозможно увеличить пользу докладов Закона о работе правительства и её результатах."
ps_ru_002700,"Наши первоначальные наблюдения показывают, что отчеты об эффективности GPRA, вероятно, будут более полезными, если они",Бесполезность отчетов по Закону о работе правительства и её результатах может увеличиться.
ps_ru_002701,"В том числе обращение за неотложной помощью в анализе преимуществ, уже учитывающем обращения в больницу, например, приведет к тому, что обращения в больницу будут подсчитаны дважды, если учитывать и обращение за неотложной помощью.","Выгоды это всегда те, которые можно сосчитать."
ps_ru_002702,"В том числе обращение за неотложной помощью в анализе преимуществ, уже учитывающем обращения в больницу, например, приведет к тому, что обращения в больницу будут подсчитаны дважды, если учитывать и обращение за неотложной помощью.","При госпитализации пациентов, не имеющих медицинской страховки, сумма медицинского обслуживания, покрываемая страховкой, увеличивается в два раза, но оплачивается самим пациентом."
ps_ru_002703,"В том числе обращение за неотложной помощью в анализе преимуществ, уже учитывающем обращения в больницу, например, приведет к тому, что обращения в больницу будут подсчитаны дважды, если учитывать и обращение за неотложной помощью.",При поступлении в больницу некоторые положительные стороны учитываются дважды.
ps_ru_002704,"Все больше доказательств говорят о том, что вмешательства в департамент по чрезвычайным ситуациям эффективны, и что направление на лечение может сработать.",Большинство департаментов экстренных служб предоставляют несколько десятков направлений в день.
ps_ru_002705,"Все больше доказательств говорят о том, что вмешательства в департамент по чрезвычайным ситуациям эффективны, и что направление на лечение может сработать.","Сотрудники, направленные из отделения неотложной помощи, могут работать."
ps_ru_002706,"Все больше доказательств говорят о том, что вмешательства в департамент по чрезвычайным ситуациям эффективны, и что направление на лечение может сработать.",В таких случаях служба неотложной помощи не может ничего сделать.
ps_ru_002707,"Защита транспорта, энергии, аварийных служб, финансовых услуг и систем связи становится все более важной, поскольку они в значительной степени зависят от информационных технологий.",Финансовым услугам и системам коммуникации еще только предстоит выйти на поле информационных технологий.
ps_ru_002708,"Защита транспорта, энергии, аварийных служб, финансовых услуг и систем связи становится все более важной, поскольку они в значительной степени зависят от информационных технологий.",Хакеры могут запросто взломать транспортную и энергетическую системы.
ps_ru_002709,"Защита транспорта, энергии, аварийных служб, финансовых услуг и систем связи становится все более важной, поскольку они в значительной степени зависят от информационных технологий.",Для мониторинга и контроля транспорта и энергетики используются информационные технологии.
ps_ru_002710,11 Однако при более сложных модификациях время простоя может быть затронуто очень значительно.,Модернизация не оказывает реального влияния на время простоя.
ps_ru_002711,11 Однако при более сложных модификациях время простоя может быть затронуто очень значительно.,Значительные периоды неработоспособности могут быть испытаны из-за более сложных модернизациях.
ps_ru_002712,11 Однако при более сложных модификациях время простоя может быть затронуто очень значительно.,Средние расходы на переоборудование составляют более одного миллиона долларов.
ps_ru_002713,"По данным главной группы обеспечения информационной безопасности центра, этот процесс повышает осведомленность о безопасности среди руководства, развивает поддержку необходимых элементов управления и помогает интегрировать меры обеспечения информационной безопасности в рабочие процессы организации.",Повышенная безопасность может повысить эффективность работы на 10% и более.
ps_ru_002714,"По данным главной группы обеспечения информационной безопасности центра, этот процесс повышает осведомленность о безопасности среди руководства, развивает поддержку необходимых элементов управления и помогает интегрировать меры обеспечения информационной безопасности в рабочие процессы организации.",Данный процесс обычно считается угрожающим безопасности.
ps_ru_002715,"По данным главной группы обеспечения информационной безопасности центра, этот процесс повышает осведомленность о безопасности среди руководства, развивает поддержку необходимых элементов управления и помогает интегрировать меры обеспечения информационной безопасности в рабочие процессы организации.","Известно, что этот процесс повышает безопасность несколькими способами."
ps_ru_002716,"Образовательная обратная часть программы содействует соблюдению требований и может действовать как фактор, удерживающий от неверных действий в будущем, так как практикующие специалисты знают о том, что Комиссия под медицинскому страхованию отслеживает то, что требуется для компенсации на ежегодной основе.","HIC не является отделом, ответственным за отслеживание претензий."
ps_ru_002717,"Образовательная обратная часть программы содействует соблюдению требований и может действовать как фактор, удерживающий от неверных действий в будущем, так как практикующие специалисты знают о том, что Комиссия под медицинскому страхованию отслеживает то, что требуется для компенсации на ежегодной основе.",Годовой размер возврата средств ограничивается пятью стами долларов.
ps_ru_002718,"Образовательная обратная часть программы содействует соблюдению требований и может действовать как фактор, удерживающий от неверных действий в будущем, так как практикующие специалисты знают о том, что Комиссия под медицинскому страхованию отслеживает то, что требуется для компенсации на ежегодной основе.",Каждый год HIC отслеживает выплаты компенсаций.
ps_ru_002719,"Использование новых технологий для индивидуализации средств медицинского вмешательства и обратной связи может помочь заполнить пробелы в системе ухода за пациентами, страдающими от поведенческих проблем на фоне алкоголизма.",Справочные материалы по проведения персонализированной процедуры вмешательства могут быть полезны пациентам.
ps_ru_002720,"Использование новых технологий для индивидуализации средств медицинского вмешательства и обратной связи может помочь заполнить пробелы в системе ухода за пациентами, страдающими от поведенческих проблем на фоне алкоголизма.","Компьютерные и печатные системы, необходимые для создания этих отчетов, стоят пятьсот долларов."
ps_ru_002721,"Использование новых технологий для индивидуализации средств медицинского вмешательства и обратной связи может помочь заполнить пробелы в системе ухода за пациентами, страдающими от поведенческих проблем на фоне алкоголизма.",Для людей имеющих проблемы с питьем нет лечения.
ps_ru_002722,Время с момента размещения заказа для завершения сдачи-приемки составляет 46 недель для обоих подразделений.,Обоим подразделениям требуется сорок шесть недель для  выполнения заказа.
ps_ru_002723,Время с момента размещения заказа для завершения сдачи-приемки составляет 46 недель для обоих подразделений.,Для заершения этих заказов необходимо 2 недели: по неделе на каждый.
ps_ru_002724,Время с момента размещения заказа для завершения сдачи-приемки составляет 46 недель для обоих подразделений.,"Существуют другие группы, которые могут выполнять эти заказы намного быстрее за более высокую цену."
ps_ru_002725,"Они подчеркнули, что необходима постоянная бдительность для обеспечения того, чтобы контроль оставался уместным - устранение текущих рисков, а не излишне мешающие операции, - и чтобы лица, которые использовали и поддерживали информационные системы, соответствовали организационной политике.","Не важно, все ли отлынивали."
ps_ru_002726,"Они подчеркнули, что необходима постоянная бдительность для обеспечения того, чтобы контроль оставался уместным - устранение текущих рисков, а не излишне мешающие операции, - и чтобы лица, которые использовали и поддерживали информационные системы, соответствовали организационной политике.","Они сказали, что важно быть бдительным.."
ps_ru_002727,"Они подчеркнули, что необходима постоянная бдительность для обеспечения того, чтобы контроль оставался уместным - устранение текущих рисков, а не излишне мешающие операции, - и чтобы лица, которые использовали и поддерживали информационные системы, соответствовали организационной политике.","Очень важно быть бдительным, когда дело доходит до контроля за новостями."
ps_ru_002728,"Аналогичным образом, Закон о финансовых директорах и федеральной финансовой реформе, Глобальное генеральное соглашение для договоров репо и Закон о работе правительства и её результатах вводят новые требования для федеральных финансовых организаций.",Федеральные финансовые организации предъявили к ним новые требования.
ps_ru_002729,"Аналогичным образом, Закон о финансовых директорах и федеральной финансовой реформе, Глобальное генеральное соглашение для договоров репо и Закон о работе правительства и её результатах вводят новые требования для федеральных финансовых организаций.",Закон о финансовых директорах и федеральной финансовой реформе существенно снизил требования к финансовым организациям.
ps_ru_002730,"Аналогичным образом, Закон о финансовых директорах и федеральной финансовой реформе, Глобальное генеральное соглашение для договоров репо и Закон о работе правительства и её результатах вводят новые требования для федеральных финансовых организаций.",Эти требования потребуют 20-процентного увеличения штатного расписания.
ps_ru_002731,"Один проект предусматривал установление стратегического направления, директив и стандартов для основания электронной коммерции в правительстве.",Прилагались усилия к институционализации электронной торговли в правительствах штатов.
ps_ru_002732,"Один проект предусматривал установление стратегического направления, директив и стандартов для основания электронной коммерции в правительстве.","Региональные власти, использующие электронную коммерцию, способны повысить эффективность на 12 процентов."
ps_ru_002733,"Один проект предусматривал установление стратегического направления, директив и стандартов для основания электронной коммерции в правительстве.","Данная инициатива предназначалась для того, чтобы государство прекартило полагаться на компьютерные системы."
ps_ru_002734,Подключение к SCR может быть проведено в период бездействия сроком от трех до пяти недель.,Соединение SCR является первым из серии.
ps_ru_002735,Подключение к SCR может быть проведено в период бездействия сроком от трех до пяти недель.,Период отключения составляет более двух недель.
ps_ru_002736,Подключение к SCR может быть проведено в период бездействия сроком от трех до пяти недель.,Электричество никогда не отключается.
ps_ru_002737,Индекс может пригодиться во многих случаях.,Каждый почтовый индекс обслуживается только одним маршрутом.
ps_ru_002738,Индекс может пригодиться во многих случаях.,Много направлений могут покрывать один почтовый индекс.
ps_ru_002739,Индекс может пригодиться во многих случаях.,Большинство индексов покрывают около десяти тысяч адресов.
ps_ru_002740,"Для подвергшихся воздействию в 2010 г. и в каждый последующий год, Администратор выделит пособия в связи с воздействием ртути в соответствии со статьей 474, и проведет аукционы пособий в связи с воздействием ртути в соответствии со статьей 409, на суммы, указанные в Таблице А.","Нет ограничения на ртуть, потому что она безвредна."
ps_ru_002741,"Для подвергшихся воздействию в 2010 г. и в каждый последующий год, Администратор выделит пособия в связи с воздействием ртути в соответствии со статьей 474, и проведет аукционы пособий в связи с воздействием ртути в соответствии со статьей 409, на суммы, указанные в Таблице А.",На концентрацию ртути в морепродуктах налагают ограничение.
ps_ru_002742,"Для подвергшихся воздействию в 2010 г. и в каждый последующий год, Администратор выделит пособия в связи с воздействием ртути в соответствии со статьей 474, и проведет аукционы пособий в связи с воздействием ртути в соответствии со статьей 409, на суммы, указанные в Таблице А.",Они ограничивают ртуть.
ps_ru_002743,"Таким образом, федеральные агентства должны провести переоценку своих подходов к использованию человеческого капитала для того, чтобы гарантировать, что федеральные финансовые специалисты достаточно подготовлены к новым вызовам, а также к поддержке миссий и целей своих агентств.",Федеральные ведомства занимаются противозаконной деятельностью.
ps_ru_002744,"Таким образом, федеральные агентства должны провести переоценку своих подходов к использованию человеческого капитала для того, чтобы гарантировать, что федеральные финансовые специалисты достаточно подготовлены к новым вызовам, а также к поддержке миссий и целей своих агентств.",Федеральные агенты надлежащим образом работают с человеческим капиталом.
ps_ru_002745,"Таким образом, федеральные агентства должны провести переоценку своих подходов к использованию человеческого капитала для того, чтобы гарантировать, что федеральные финансовые специалисты достаточно подготовлены к новым вызовам, а также к поддержке миссий и целей своих агентств.","Есть несколько новых испытаний, с которыми сталкиваются сотрудники федеральных учреждений."
