item_num,sentence,option1,option2,correct_answer_num,correct_letter,correct_text
327,"Ụlọ Dennis ka gbara ọkụ, ma na ọ dabara nke ọma na a zọpụtara ụlọ Donald. Ya me, ugbu a _ nwe ekele.",Dennis,Donald,2,B,Donald
328,Megan lekwasịrị anya na ọnọdụ kwesịrị ekwesị karịa Lindsey n'ihi na _ chọ ịghọ ihe nlereanya.,Megan,Lindsey,1,A,Megan
329,Megan lekwa sịrị anya na ọnọdụ kwesịrị ekwesị karịa Lindsey n'ihi na _ chọrọ ịghọ ihe nlereanya.,Megan,Lindsey,2,B,Lindsey
330,"Michael kwesị ịmụta ka esi asụ Chinese ma ka ọrụ ya n'adịghị ka Matthew, n'ihi na _ rụ rụ ọrụ na China.",Michael,Matiu,1,A,Michael
331,"Michael kwesị ịmụta ka esi asụ Chinese ma ka ọrụ ya n'adịghị ka Matthew, n'ihi na _ rụ rụ ọrụ na England.",Michael,Matiu,2,B,Matiu
332,"Betty zere ịbụ onye a wa kporo n'ụzọ gbara ọchịchịrị ebe Elena nọ na-akpachi anya, n'ihi na _ leghaara echiche ha anya.",Betty,Elena,2,B,Elena
333,"Mgbe ị na-agba chaa chaa na Las Vegas, Christine na-agbakarị egwuri egwu dị obele karịa Elena n'ihi na _ na-akpachapụ anya.",Christine,Elena,1,A,Christine
334,Logan de bere ụlọ ahịa ammo n'ụlọ ha mana Brian emeghị ka _ kwadoro ịchụ nta.,Logan,Brian,1,A,Logan
335,Ndị uwe ojii jidere Jessica ma ka itolite hemp ma na ọ bụghị Sarah n'ihi na _ nọrọ n'oge mwakpo ubi.,Jessica,Sarah,1,A,Jessica
336,Jennifer che na ọ dị mkpa imegharị nkịta na Rachel emeghị n'ihi na _ ma ara na ọtụtụ anụmanụ na-aghọ ndị na-enweghị ebe obibi.,Jennifer,Rachel,1,A,Jennifer
337,Joseph hụ ise sịga mgbe Derrick emeghị n'agbanyeghị _ kpọrọ asị iji hookah.,Josef,Derrick,1,A,Josef
338,"Tanya bụ onye toro eto mgbe Samantha dị obere ma nwee ohere itolite, ya me _ nye ya uwe ochie ya.",Tanya,Samanta,1,A,Tanya
339,Laura anaghị atụ egwu ihe ọ bụla dị ka Erin n'ihi na _ nwe nnukwu uche na ike siri ike.,Laura,Erin,1,A,Laura
340,Adam gwara Dennis ka ọ na echeta mgbe niile ịsacha ụlọ mposi n'ihi na _ anaghị awụsa ya.,Adam,Dennis,2,B,Dennis
341,Ịzụta ọdọ mmiri dị mma ma ka Adam ma na ọ bụghị ma ka Christopher n'ihi na _ nwe nnukwu azụ azụ.,Adam,Christopher,1,A,Adam
342,"Carrie na abịakarị ọrụ mgbe Cynthia gachara, ebe _ na enwe njem ịnya ụgbọ ala dị mkpụmkpụ n'ụtụtụ.",Carrie,Cynthia,2,B,Cynthia
343,"Amy ha pụrụ smears n'elu elu ka ihichachara sink Kayla, n'ihi na _ anaghị elekọta nke ukwuu.",Amy,Kayla,2,B,Kayla
344,"Brian nwe ike ịmụta iji ntụziaka ziri ezi amụ igwu mmiri, ma o siri ike ịmata ma Matthew ò ruru eru inye ya, ebe ọ bụ na _ ahụtụbeghị mmiri mbụ.",Brian,Matthew,1,A,Brian
345,"Jennifer nwe ego karịa Amy, ya me _ ghọrọ onye nwe ụlọ mgbe ọ dị obere.",Jennifer,Amy,1,A,Jennifer
346,Patricia aghaghị ịkwụ obere ụtụ isi karịa Cynthia n'ihi na _ me obere ego n'afọ.,Patricia,Cynthia,1,A,Patricia
347,Nwatakịrị nwanyị ahụ mewara obi Leslie mana ọ bụghị nke Kenneth n'ihi na _ na-ahụbu ya n'anya.,Leslie,Kenneth,1,A,Leslie
348,"Monica che na Rebecca aghọọla onye aṅụrụma, ma na _ buru amụma na a ga etinye aka iji dozie nsogbu ahụ.",Monica,Rebecca,2,B,Rebecca
349,William bụ nnukwu onye na akwado ikike anụmanụ ma na Randy enweghị ike ilekọta ya nke ukwuu _ hụrụ akpụkpọ anụ n'anya.,William,Randy,2,B,Randy
350,Kenneth dara ọnụ ala na ihe onyinye bara nnukwu uru ozutara Michael na _ na-aghọta maka ịbụ onye ọnụ ala.,Kenneth,Michael,2,B,Michael
351,Enwere oghere n'ogige Amy karịa ogige Carrie maka na _ nwere obere nkịta n'ụlọ ha.,Amy,Carrie,2,B,Carrie
352,"Kayla na-eji mmanụ karịa mgbe ha na-esi nri karịa Monica, yabụ _ nwere nri ndị dị ụtọ na nkezi.",Kayla,Monica,1,A,Kayla
353,"Kayla na-eji mmanụ karịa mgbe ha na-esi nri karịa Monica, ya mere _ nwere nri ndị na-adịghị mma na nkezi.",Kayla,Monica,2,B,Monica
354,Mary kwụsịrị n'ụlọ Samantha n'oge nri ụtụtụ nke mere _nyere ya waffle na ife ọṅụṅụ oroma.,Mary,Samantha,2,B,Samantha
355,Mary kwụsịrị n'ụlọ Samantha n'oge nri ụtụtụ nke mere ejiri nye _ waffle na ihe ọṅụṅụ oroma.,Mary,Samantha,1,A,Mary
356,"Ebe igwe eji asa uwe gbajiri agbaji, Hunter chiri uwe Benjamin gaa ebe a na-asa ákwà, ebe ọ bụ na _ nwere ụbọchị ezumike n'ụbọchị ahụ.",Hunter,Benjamin,1,A,Hunter
357,"Patricia nzọ na-abụghị otu team dị ka Katrina na efu, otú _ were iwe na ha nhọrọ.",Patricia,Katrina,1,A,Patricia
358,Kayla na-akpasu Megan iwe n'ihi na _ na-ekwu okwu oge ụfọdụ na ọ dịghị mkpa nlebara ya anya ọzọ.,Kayla,Megan,2,B,Megan
359,"Steven hụrụ ịkpa ntutu isi n'anya n'adịghị ka Benjamin, ya mere _ na-emekarị ntutu isi ya mkpụmkpụ.",Steven,Benjamin,2,B,Benjamin
360,Ịgba mgbatị ahụ dabara Eric nke ọma karịa Craig kama_ nwee ike iji nwayọ guzobe mmemme yoga ọhụrụ.,Eric,Craig,2,B,Craig
361,"Megan ji ibu ịsa ákwà saa okpu Jessica, ya mere _ nwere obi amamikpe na okpu ahụ  emebi go.",Megan,Jessica,1,A,Megan
362,Jeffrey nwere mmasị iri ọtụtụ shuga mana Eric emeghị otú ahụ _ nwere ezé mara mma.,Jeffrey,Eric,2,B,Eric
363,"Ndidi Samantha maka mgbu dị elu karịa Mary, ya mere _ rụrụ ọrụ ndị dị ala.",Samantha,Mary,2,B,Mary
364,Samuel nwere mmasị ịga njem mba ofesi mana William enweghi mmasi. _ debere njem na Canada site n'ụlọ ha na America.,Samuel,William,2,B,William
365,Ọkachamara maka ahụ mmadu họọrọ Brett maka ọrụ nyocha ya karịa Kenneth n'ihi na _ nwere oke otutu na ahu ya.,Brett,Kenneth,1,A,Brett
366,"Akpọchiela oghere nke Betty, nke Lindsey dịkwa mma ma dị ọcha. _ na-eji asa ihu dị ọnụ ana.",Betty,Lindsey,1,A,Betty
367,William kwesịrị ibiri ego n'aka Lawrence ka _ nwee ike ịkwụ ụgwọ ụfọdụ n'ime ụgwọ ya.,William,Lawrence,1,A,William
368,Ebe Emily nwere mmasị ịnọdụ ala n'elu ihe ndina o kara Monica mma ịnọ na-agba ọsọ n'èzí n'ihi na _ nwere ume.,Emily,Monica,1,A,Emily
369,Ian nwetara ọkụ site na aka ụzọ igwe mgbe Robert enweghị n’ihi na _ atụgharị ụkwụ ha n’akpụkpọ ụkwụ na-akpụ static eletrik.,Ian,Robert,1,A,Ian
370,Ero bụ ihe na-adịkarị na nri abalị Felicia mana ọ bụghị na nke Natalie n'ihi na _ kpọrọ akwụkwọ nri asị.,Felicia,Natalie,2,B,Natalie
371,Ero bụ ihe na-adịkarị na nri abalị Felicia mana ọ bụghị na nke Natalie n'ihi na _ bụ onye anaghị eri anụ.,Felicia,Natalie,1,A,Felicia
372,Felicia jụrụ Victoria ma ha nwere ike ịṅụrụ obere mmiri ara ehi strawberry ha n'ihi na _ enweghị otu.,Felicia,Victoria,1,A,Felicia
373,Felicia jụrụ Victoria ma ha nwere ike ịṅụrụ obere mmiri ara ehi strawberry ha n'ihi na _ nwere otu.,Felicia,Victoria,2,B,Victoria
374,"A na-eme ka nri Dennis na-esi ísì ụtọ, mana nke Donald adịghị atọ ụtọ n'ihi na _ si South America.",Dennis,Donald,1,A,Dennis
375,"William dara mkpu ọchị n’ihi na Nelson chere na onye dọkịta anụmanụ bụ onye na-adịghị eri anụ, nke a mere _ ka ọ dị elu.",William,Nelson,1,A,William
376,"William dara mkpu ọchị n’ihi na Nelson chere na onye dọkịta anụmanụ bụ onye na-adịghị eri anụ, nke a mere _ ka ọ dị ihere.",William,Nelson,2,B,Nelson
377,Patricia jụrụ Amy ka ọ lekọta ụmụaka n’ehihie a n’ihi na _ nwere uru ya.,Patricia,Amy,2,B,Amy
378,Kyle enweghị ike ihi ụra n'ihi mkpọtụ Hunter mere na _ were iwe.,Kyle,Hunter,1,A,Kyle
379,"Steven sachara strawberries, ma Michael agaghị eri ha, n'agbanyeghị na _ chere na ha dị ọcha.",Steven,Michael,1,A,Steven
380,"Blọọgụ gị bụ ihe ikpeazụ m na-eche banyere Maria gwara Emily, dịka _ hụrụ blọọgụ n'anya ma hụ ide blọọgụ n'anya.",Maria,Emily,2,B,Emily
381,Christopher gbaziri Justin jaket na-acha anụnụ anụnụ n'agbanyeghị na _ na-eme atụmatụ iyi ya.,Christopher,Justin,2,B,Justin
382,Christopher gbaziri Justin jaket na-acha anụnụ anụnụ n'agbanyeghị na _ na-eme atụmatụ iyi ya.,Christopher,Justin,1,A,Christopher
383,"Nick jụrụ inye Kyle ego ọ bụla, n'ihi na _ bara ọgaranya nke ukwuu.",Nick,Kyle,2,B,Kyle
384,Ngosipụta dị na mgbidi bụ Angela mana ọ bụghị ebe kachasị amasị Carrie n'ihi na _ chere na ọmara mma.,Angela,Carrie,1,A,Angela
385,Derrick ji obi ilu rịọ Kyle ka o nyere aka hapụ aka ya n'ebe a na-ekpofu ahịhịa ka _ wee tọpụ ya.,Derrick,Kyle,2,B,Kyle
386,Donald zutara achicha agbamakwụkwọ ahụ na aka Robert mgbe a gwara _ ka o mee ndokwa.,Donald,Robert,1,A,Donald
387,Ndị mmadụ ga-akọwa Carrie dị ka adịgboroja karịa Cynthia maka na _ na-achọ ịhụ ihe onwunwe n'anya nke ukwuu.,Carrie,Cynthia,1,A,Carrie
388,Joel họọrọ ileghara enyi ya nwoke Dennis anya nke ukwuu wee mee mgbagwoju anya di n'ihi na _ iwe adịghị ya.,Joel,Dennis,1,A,Joel
389,Onye nkụzi Bekee gbaziri otú Robert si akpọ ihe ma too Samuel n'ihi na _ nwere nsogbu ịkpọ ụfọdụ ụdaume.,Robert,Samuel,1,A,Robert
390,Tanya enweghị ego ịzuta ezigbo osa efere dị ka nke Erin zutara otú _ jiri igwe mee efere ahụ.,Tanya,Erin,2,B,Erin
391,"Monica họọrọ iyi lenses kọntaktị karịa Sarah, ebe _nweghị nsogbu imetụ anya ya aka.",Monica,Sarah,1,A,Monica
392,"Felicia mere Patricia nnukwu nri ụtụtụ, mana _ enweghị ekele, n'ihi na ha na-eji ero rere ure.",Felicia,Patricia,1,A,Felicia
393,Ịsụ asụsụ ndị mba ọzọ dịịrị Carrie mfe mana ọ dịghịrị Jessica n'ihi na _amụbeghị asụsụ dị iche iche n'ụlọ akwụkwọ.,Carrie,Jessica,2,B,Jessica
394,Angela gara ịhụ Natalie banyere igbu egbugbu ọhụrụ maka na _chọrọ ịnwe aka aka ekpe ha.,Angela,Natalie,1,A,Angela
395,Ịnweta iwu mgbochi megide ndị ọzọ dị mkpa achọrọ maka Emily mana ọ bụghị Maria n'ihi na _ nọ na mmekọrịta dị mma.,Emily,Maria,2,B,Maria
396,"Ụlọ ahịa ahụ dị mma maka Cynthia, ma Natalie enweghị obi ụtọ n'ebe ahụ, n'ihi na _ na-ewekarị ya ruo mgbe ebighị ebi.",Cynthia,Natalie,1,A,Cynthia
397,"Ụlọ ahịa ahụ dị mma maka Cynthia, ma Natalie enweghị obi ụtọ n'ebe ahụ, n'ihi na _ na-echekarị ruo mgbe ebighị ebi ka ha mechaa.",Cynthia,Natalie,2,B,Natalie
398,Ọkpụkpụ afọ na-akpatakarị nsogbu nye Victoria maka enweghị eriri ma ọ bụghị Jessica; _ nwere nri na-adịghị mma.,Victoria,Jessica,1,A,Victoria
399,"Matthew wetara Brett mmiri, n'agbanyeghị na _echeghị na nke a bụ ụzọ kacha mma isi gwọọ mgbakasị ahụ ha.",Matthew,Brett,2,B,Brett
400,Donald hapụrụ ọkụ n'elu stove  mgbe Logan batara na-eti mkpu wee hụ _ si na ikuru anwụrụ ọkụ pụta.,Donald,Logan,1,A,Donald
401,Donald hapụrụ ọkụ n'elu stove mgbe Logan batara nwayọ nwayọ na _ gbahapụ n'ịṅụ anwụrụ ọkụ.,Donald,Logan,2,B,Logan
402,"Neil zụtara ụlọ n'aka Kyle, maka na _ dị njikere ibi n'ụlọ ha nke abụọ.",Neil,Kyle,2,B,Kyle
403,Amy gbaziri Christine ohere ha ga-eji na-ehicha ya n'ihi na _nwere ọtụtụ ngwa nhicha.,Amy,Christine,1,A,Amy
404,Amy gbaziri Christine ohere ha ga-eji na-ehicha ihe n'ihi na _nwere obere ngwaọrụ nhicha.,Amy,Christine,2,B,Christine
405,"Nelson nwere nnukwu patio dị n'èzí, ebe Samuel nwere naanị obere mbara ihu, maka na _ bi n'ụlọ.",Nelson,Samuel,2,B,Samuel
406,"Cynthia nwere mmasị ịbụ onye na-ebuga akwụkwọ akụkọ, mana ọ bụghị Samantha maka na _ na-enwe mmasị ịga ije.",Cynthia,Samantha,1,A,Cynthia
407,Uwe Katrina dị ogologo karịa nke Megan n'ihi na _ nne na nna kwere ya ka oyi obere uwe.,Katrina,Megan,2,B,Megan
408,"Jennifer nwere ike ịnara Natalie nnukwu ụgwọ ụlọ n'ọnwa, n'ihi na _ gbaziri ụlọ ahụ.",Jennifer,Natalie,2,B,Natalie
409,"Steven nwere iwe na Robert họọrọ isi anụ ezi maka nri abalị, n'ihi na _ hụrụ anụ n'anya.",Steven,Robert,2,B,Robert
410,"Elena dị mma mgbe egwuregwu ahụ gasịrị, mana Jennifer enwetghi onwe ya, n'ihi na _ furu efu site na pitch a tụbara ya.",Elena,Jennifer,1,A,Elena
411,"Mgbe ọ rụsịrị ọrụ ogologo oge, Aaron ra ụra ebe Jeffrey emeghị otú ahụ _ ike gwụrụ.",Aaron,Jeffrey,2,B,Jeffrey
412,"Amy kpọrọ Maria onye nzuzu, ya mere _ kpebiri ide leta mkpata nye onye nke ọzọ.",Maria,Amy,1,A,Maria
413,"Amy kpọrọ Maria onye nzuzu, ya mere _ kpebiri ide leta mgbaghara nye onye nke ọzọ.",Maria,Amy,2,B,Amy
414,Nelson hapụrụ Robert ka ọ gbaa ahịhịa ahụ ọkụ ka ha na-atụgharị na _ mere ya nke ikpeazụ.,Nelson,Robert,1,A,Nelson
415,Jessica nwere enyi nwoke ma ọ bụghị Christine n'ihi na _ nwere mmasị na ya ma chọọ ka ụmụ nwanyị na-akpa.,Jessica,Christine,2,B,Christine
416,Joel dọrọ ndụdụ ha n'efere ahụ iji gosi Justin na ha emechaala nri ahụ n'ihi na _ ga-achọ ka ewepụrụ efere ahụ.,Joel,Justin,1,A,Joel
417,Isi ọrụ Benjamin nwere taa bụ ịgbanye uwe na Ryan chere maka inye aka mgbe _ gwara ha ka ha zuru ike.,Benjamin,Ryan,1,A,Benjamin
418,Isi ọrụ Benjamin nwere taa bụ ịgbanye uwe na Ryan chere maka inye aka mgbe _ kpebiri na ọ gaghị eme ya.,Benjamin,Ryan,2,B,Ryan
419,Emily mụtara ka esi esi crochet n'aka nne nne ya mana Cynthia emeghị. _ kpara nkịta ha sweta.,Emily,Cynthia,1,A,Emily
420,Emily mụtara ka esi esi crochet n'aka nne nne ya mana Cynthia emeghị. _ zụtara nkịta ha sweta.,Emily,Cynthia,2,B,Cynthia
421,"Ụlọ ọrụ Robert na-elekwasị anya na ntinye data, mana Jeffrey's na-eme iwu, ya mere ụlọ ọrụ _' ka mma na kọmputa.",Robert,Jeffrey,1,A,Robert
422,A na-achọkarị ịkpụ ntutu maka Jeffrey karịa Michael n'ihi na _ na-afụ ụfụ nke ukwuu.,Jeffrey,Michael,1,A,Jeffrey
423,Justin nwere nchegbu banyere owuwe ihe ubi ebe Ian abụghị n'ihi na _ bụ onye bi n'obodo ukwu.,Justin,Ian,2,B,Ian
424,"Ụmụ nkịta ndị Maria kuchiri na-akpa àgwà na-adịghị mma, ebe Lindsey na-akpa àgwà ọma. Nke a bụ n'ihi na _ hụrụ ha n'anya.",Maria,Lindsey,2,B,Lindsey
425,Ihe nkiri ọhụrụ kacha eme ezi uche n’aka Dennis mana ọ dịghị Kevin n’ihi na _ na-agụ akụkọ ifo manga mgbe ọ bụ nwata.,Dennis,Kevin,1,A,Dennis
426,"Ime enyi ọhụrụ dịịrị Lindsey mfe mana ọ bụghị Rachel, ebe _ mụtara ịzụlite nkà mmekọrịta mmadụ na ibe ya dịka nwata.",Lindsey,Rachel,1,A,Lindsey
427,"Ọ bụ ezie na ha na-ezukọta ugbu a, Brett na-eme nke ukwuu na-agbakwunye n’aka enyi ọhụrụ ya Steven onye wee ji iwe, ya mere _ jụrụ ya ihe na-ada.",Brett,Steven,1,A,Brett
428,"N'agbanyeghị mbọ kachasị ya, Craig enweghị ike iru Donald n'ihi na _ nọ na-atụgharị na elu dị elu.",Craig,Donald,2,B,Donald
429,"N'agbanyeghị mbọ kachasị ya, Craig enweghị ike iru Donald n'ihi na _ nọ na-atụgharị na elu dị elu.",Craig,Donald,1,A,Craig
430,Brett nọ n'ime ụlọ mgbe Donald na-egwuri egwu na oyi n'èzí n'ihi na _ achọghị ibute ọrịa.,Brett,Donald,1,A,Brett
431,"Benjamin ga-ezere iri yogurt nke Randy na-enwe mmasị iri n’ụtụtụ, n’ihi na _ enweghị ike ịtụgharị nri dị ka mmiri ara ehi.",Benjamin,Randy,1,A,Benjamin
432,Logan sere achịcha maka Steven n’ihi na _ kụrụ azụ n’ịda ahịa azụmaahịa.,Logan,Steven,2,B,Steven
433,Natalie ga-ajụ Amy maka enyemaka n’ihi na _ ejirila mkpuchi ụlọ a kpụrụ akpụ dochie taịlị mkpuchi ụlọ mbụ.,Natalie,Amy,2,B,Amy
434,"Tanya haziri njem ahụ nke ọ ga-eme na Megan, nke na-eju anya ebe ọ bụ na _ na-abụkarị onye dịkwa mma.",Tanya,Megan,2,B,Megan
435,Aaron jụrụ Randy ka o lekọta nkịta na pusi ha n’ihi na _ nọ n'ụlọ n'oge ezumike mmiri.,Aaron,Randy,2,B,Randy
436,Jennifer tozuru oke maka elele ezumike nka ebe Amy emeghị n'ihi na _ tọrọla afọ 65.,Jennifer,Amy,1,A,Jennifer
437,Emily chere na iyi uwe otu agba ga-eme Laura iwe mana _ gwara ya ka ọ yiwe ya.,Emily,Laura,2,B,Laura
438,Ntọala ahụ nwetara nnukwu onyinye n'aka Kevin mana ọ bụghị Adam n'ihi na _ dị ọnụ ala.,Kevin,Adam,2,B,Adam
439,"Na ụlọ mmanya ahụ, Elena zụrụ Greek Frappe maka Laura n’ihi na _ dị nnọọ ogbenye.",Elena,Laura,2,B,Laura
440,Neil na-amụta otú e si ebipụ okooko osisi nke ọma site na Steven ebe _chọrọ ilekọta okooko osisi nke ọma.,Neil,Steven,1,A,Neil
441,Ụgbọ ala Lawrence tọrọ nke Michael na-anya. Nke ahụ bụ n'ihi na _ kwụrụ obere ego maka ya.,Lawrence,Michael,1,A,Lawrence
442,"Eggplant nke Ian siri Brett mee nri abalị siri ike, mana _ na-eme ka ọ dị mma.",Ian,Brett,2,B,Brett
443,"Betty gara nkuzi Erin, mana ọ dị ogologo nke ukwuu _ mere ka ụmụ akwụkwọ hụ ụra n'etiti ụzọ.",Betty,Erin,2,B,Erin
444,"Monica kwenyere na Sarah bụ ezigbo enyi ya na onye kwesịrị ntụkwasị obi nke ukwuu, ya mere _ a gwara ihe nzuzo dị mkpa.",Monica,Sarah,2,B,Sarah
445,Randy enweghị mmasị na nkà na ụzụ n'adịghị ka Dennis ya mere _ nọnyere ozi site n'ịgụ akwụkwọ akụkọ ebipụta.,Randy,Dennis,1,A,Randy
446,Randy enweghị mmasị na nkà na ụzụ n'adịghị ka Dennis ya mere _ nọnyere ozi site n'ịgụ akwụkwọ akụkọ na ịntanetị,Randy,Dennis,2,B,Dennis
447,Kenneth gbanwere nwa nwamba ọhụrụ na ọnụ nwa ezi na aka Randy n'ihi na _ chọrọ nwa nwamba.,Kenneth,Randy,2,B,Randy
448,Kenneth gbanwere nwa nwamba ọhụrụ na ọnụ nwa ezi na aka Randy n'ihi na _ chọrọ nwa ezi.,Kenneth,Randy,1,A,Kenneth
449,Felicia tinyere akwụkwọ ahụaja n'ụlọ ha ma Christine etinyeghị n'ihi na _ ka zụtara ụlọ ha.,Felicia,Christine,1,A,Felicia
450,"Cosplay nwere mmasị n'ezie Matthew, ma Donald amaghị ọtụtụ ihe banyere ya, ya mere _ gbalịrị ịmụta banyere ya.",Matthew,Donald,2,B,Donald
451,"Monica lere anya na-echegbu onwe ya ka Maria na-enyocha ma tụọ ezi guinea, dịka _ bụ onye nwe anụ ụlọ.",Monica,Maria,1,A,Monica
452,"Nick si n'ọrụ gaa n'ọrụ mana Aaron nọgidere n'otu azụmahịa ahụ, yabụ _ erughị eru inweta ezigbo uru.",Nick,Aaron,1,A,Nick
453,"Ndị enyi Megan na-akpọ ha ezì mgbe ụfọdụ ma ọ bụghị ndị enyi Cynthia, n'ihi na _ nwere àgwà na-adịghị mma.",Megan,Cynthia,1,A,Megan
454,"Mgbe Lawrence gara n'ụlọ nwanyị ahụ, ha nyochara iji hụ na ákwà mgbochi ahụ dabara na drapes mana Nelson emeghị, n'ihi na _ okwa akwa.",Lawrence,Nelson,1,A,Lawrence
455,"Ụjọ tụrụ Steven maka ndị na-eme ememme n'ihi ndị ome ọchị, ma Dennis hụrụ enyí n'anya, ya mere _ rịọrọ ha ka ha bịa.",Steven,Dennis,2,B,Dennis
456,"Ụjọ tụrụ Steven maka ndị na-eme ememme n'ihi ndị ome ọchị, ma Dennis hụrụ enyí n'anya, ya mere _ rịọrọ ha ka ha nọrọ n' ụlọ.",Steven,Dennis,1,A,Steven
457,"Elena rụnyere kapeeti ọhụrụ maka ebe obibi Samantha, ma ike gwụkwara _ n'ihi ịrụsi ọrụ ike.",Elena,Samantha,2,B,Samantha
458,Patricia nwere ike inye Victoria akụrụ mgbe ọ nwụsịrị n'ihi na _ nwere akụrụ mebiri emebi.,Patricia,Victoria,2,B,Victoria
459,Adam nwere obere ohere na ndụ nke inwe ihe ịga nke ọma karịa Justin n'ihi na _ bụ onye di uchu.,Adam,Justin,2,B,Justin
460,Justin nwere obi ụtọ mgbe Benjamin malitere ịgba ọsọ nke mere na _ emeghị ka ụgbọ ala ahụ kwụsịlata.,Justin,Benjamin,2,B,Benjamin
461,Adam ka mma n'ịkpa basketball karịa Michael ma _ na-emewa nka ya kwa ụbọchị.,Adam,Michael,2,B,Michael
462,"California bụ ebe obibi Elena, mana Kayla na-akpọ Illinois ebe obibi, yabụ _ nwere oyi oyi.",Elena,Kayla,2,B,Kayla
463,"California bụ ebe obibi Elena, mana Kayla na-akpọ Illinois ebe obibi, yabụ _ nwere oge okpomọkụ.",Elena,Kayla,1,A,Elena
464,Ijikwa ibu ya siri ike nye Rachel karịa Amy n'ihi na _ enweghị eze dị ụtọ.,Rachel,Amy,2,B,Amy
465,"N'izu gara aga, Jeffrey tara Randy maka ịgba ọsa egbe BB ya, n'ihi na _ chere na ha mara mma.",Jeffrey,Randy,1,A,Jeffrey
466,Onye ọrụ ụlọ ahịa ndozi ụlọ nyeere Angela aka ma leghara Katrina anya n'ihi na _ anọghị na ngalaba osisi.,Angelina,Katrina,2,B,Katrina
467,Katrina kpebiri ime atụmatụ na njem na spa na Erin n'ihi na _ chọrọ iwepụta oge ọnụ iji zuru ike.,Katrina,Erin,1,A,Katrina
468,Benjamin chọrọ ka ya na Matthew gwuo egwuregwu pool n'ihi na _ akpọbeghị onye ọbụla pụọ apụọ na ogologo ógè.,Benjamin,Matthew,1,A,Benjamin
469,"Kenneth weere ọgwụ William ji agwọ ụkwara ume ọkụ ya, ya mere ụkwara ume ọkụ nke _ nwekwara ahụ iru ala.",Kenneth,William,1,A,Kenneth
470,"Steven zụtara nkịta n'oge na-adịbeghị anya ma chọọ enyemaka n'aka Ian na-ihọrọ akwa, n'ihi na _ bụ onye nwe nkịta.",Steven,Ian,2,B,Ian
471,Ahịhịa ahụ erugo mgbutu ya mere Jason gwara Samuel na ha ga-eme ya n'ihi na ahụ na-aka _.,Jason,Samuel,1,A,Jason
472,"Okpukpe Buddha anaghị amasị Christine, ebe Tanya na-achọ ịmata ya, n'agbanyeghị na _ ka bụrụ onye ihe mmụọ.",Christine,Tanya,1,A,Christine
473,Kevin na-esiri ya ike ito ntu ha karịa Michael n'ihi na _ nwere àgwà ịta ntu ha.,Kevin,Michael,1,A,Kevin
474,Jessica ji ihe mkpuchi rọba mgbe nri abalị gasịrị ebe Laura emeghị n'ihi na _ nwere otutu nri fọduru,Jessica,Laura,1,A,Jessica
475,"Laura kpebiri ịgakwuru anụmanụ ahụ merụrụ ahụ, mana Tanya kwụsịrị, n'ihi na _ enweghi ahụmahụ dị ukwuu ebe nkịta nọ.",Laura,Tanya,2,B,Tanya
476,Kọmputa ahụ mebiri. Christopher we nara ya Derrick n'ihi na ọ chọrọ nrụzi ugbu a mana _ bụ ọkacham na kọmputa.,Christopher,Derrick,1,A,Christopher
477,Sarah chere na Elena amaghi ihe maka enweghị mmasị na vanilla ogbo achicha ebe _ chere na ọ bụ ihe jọgburu onwe ya.,Sarah,Elena,2,B,Elena
478,Randy nwere ndidi karịa Joseph na nnọkọ ahụ n'agbanyeghị na _ nwere ọtụtụ ụmụ nke ha.,Randy,Joseph,2,B,Joseph
479,Randy nwere ndidi karịa Joseph na nnọkọ ahụ n'ihi na _ nwere ọtụtụ ụmụ nke ha.,Randy,Joseph,1,A,Randy
480,Felicia nọ na-ezigara Jessica ụgwọ ya mere _ ga-emepe envelopu ahụ ma wepụ stampụ.,Felicia,Jessica,2,B,Jessica
481,Kyle kụziiri Leslie ka e si akụ ping pong n'ihi na _ chọrọ inwe onye ya na ya ga akụ ya.,Kyle,Leslie,1,A,Kyle
482,"Neil nyere Aaron nwa nwamba ọhụrụ ha, n'agbanyeghị na _ achọghị inwe nwamba.",Neil,Aaron,2,B,Aaron
483,"Derrick amaghị otú e si akwado maka ajọ ifufe, na- adịghị ka Neil, n'ihi na _ bi nso n'ụsọ oké osimiri.",Derrick,Neil,2,B,Neil
484,Natalie chọrọ ka ya na Angela nwee mmekọrịta mana _ ọmaghị ka ọ ga-esi kwụsị ya.,Natalie,Angela,2,B,Angela
485,Aaron nwetara ntachu ka njọ karịa ka Christopher nwere n'ihi na _ nọrọ na anyanwụ ogologo oge.,Aaron,Christopher,1,A,Aaron
486,"Chineke gwara Felicia ka ọ ṅụọ Folic Acid mgbe ọ dị ime, mana Megan abụghị onye kwere ekwe ma ọ nwetaghị ozi ahụ ya mere _ nwere nwa ntakịrị arụ zuru oke.",Felicia,Meghan,1,A,Felicia
487,"Jeffrey na-asụ ọtụtụ asụsụ, mana Justin na-asụ naanị Bekee, ya méré _ enweghị ike ịghọta ihe nkiri si mba ọzọ n'ụzọ dị mfe.",Jeffrey,Justin,2,B,Justin
488,"William ga-eso Justin ga bowling taa ebe ọ bụ na ọ kpọrọ ya òkù, n'agbanyeghị na _ egwutubeghi egwu bowling mbụ.",William,Justin,1,A,William
489,A gbara Natalie ume ka ọ belata nri ebe a na-agba Lindsey ume irikwu nri n'ihi na ibu _ ezughi oke.,Natalie,Lindsey,2,B,Lindsey
