item_id,sentence,option_a,option_b,gold_answer
pr_fr_001516,"L' entraîneur a essayé de mettre le filet dans le gymnase, mais _ était trop petit.",le gymnase,le filet,A
pr_fr_001517,"L' entraîneur a essayé de mettre le filet dans le gymnase, mais _ était trop grand.",le filet,le gymnase,A
pr_fr_001518,"Peu importe comment ils l' ont tourné, la table ne passerait pas à travers la porte car _ est trop large.",la porte,la table,B
pr_fr_001519,"Peu importe comment ils l' ont tourné, la table ne passerait pas à travers la porte parce que _ est trop étroite.",la porte,la table,A
pr_fr_001520,"L' homme ne voulait pas faire remplacer son rétroviseur avant le pare-brise, car _ était plus sale.",le rétroviseur,le pare-brise,B
pr_fr_001521,"L' homme ne voulait pas faire remplacer son rétroviseur avant le pare-brise, car _ était plus propre.",le pare-brise,le rétroviseur,B
pr_fr_001522,La femme a recommandé l' huile sur la crème parce qu' elle pensait que _ sentait merveilleuse.,la crème,l' huile,B
pr_fr_001523,La femme a recommandé l' huile sur la crème parce qu' elle pensait que _ sentait putride.,l' huile,la crème,B
pr_fr_001524,"Les touristes ont décidé d' utiliser un visa au lieu du passeport, car on leur a dit que _ était plus sûr à prendre.",le passeport,le visa,B
pr_fr_001525,"Les touristes ont décidé d' utiliser un visa au lieu du passeport, car on leur a dit que _ était dangereux à prendre.",le visa,le passeport,B
pr_fr_001526,"Il a décidé d' utiliser une fourchette au lieu d' une cuillère avec le bol de nourriture, car _ était sale.",la fourchette,la cuillère,B
pr_fr_001527,"Il a décidé d' utiliser une fourchette au lieu d' une cuillère avec le bol de nourriture, car _ était propre.",la cuillère,la fourchette,B
pr_fr_001528,Son enfant avait laissé tomber le gâteau d' anniversaire sur le sol et elle était bouleversée parce que _ était ruiné.,le sol,le gâteau,B
pr_fr_001529,Son enfant avait laissé tomber le gâteau d' anniversaire sur le sol et elle était bouleversée parce que _ est sale.,le sol,le gâteau,A
pr_fr_001530,Jose voulait améliorer les performances de son ordinateur et overclocké le CPU au lieu du GPU parce que _ était le goulot d' étranglement.,le CPU,le GPU,A
pr_fr_001531,Jose voulait améliorer les performances de son ordinateur et overclocké le CPU au lieu du GPU car _ était déjà rapide.,le CPU,le GPU,B
pr_fr_001532,"J' ai bu le médicament, mais je ne l' aimais pas autant que le jus parce que _ avait mauvais goût.",le médicament,le jus,A
pr_fr_001533,"J' ai bu le médicament, mais je ne l' aimais pas autant que le jus parce que _ avait bon goût.",le médicament,le jus,B
pr_fr_001534,"La fille a pris soin de sa peau avec la crème au lieu de la pommade, car _ était douloureuse.",la pommade,la crème,A
pr_fr_001535,"La fille a pris soin de sa peau avec la crème au lieu de la pommade, car _ était confortable.",la pommade,la crème,B
pr_fr_001536,"Pour les bouteilles d' eau, l' équipe a choisi le plastique plutôt que le métal car _ était plus frais en été.",le métal,le plastique,B
pr_fr_001537,"Pour les bouteilles d' eau, l' équipe a choisi le plastique plutôt que le métal car _ était plus chaud en été.",le plastique,le métal,B
pr_fr_001538,"La soupe que j' avais en Espagne était meilleure que la pizza que j' avais en Italie, car _ était fraîche.",la pizza,la soupe,B
pr_fr_001539,"La soupe que j' avais en Espagne était meilleure que la pizza que j' avais en Italie, car _ était vieille d' un jour.",la pizza,la soupe,A
pr_fr_001540,L' élève a choisi de jouer de la flûte plutôt que de la clarinette parce qu' elle pensait que _ serait facile à apprendre.,la flûte,la clarinette,A
pr_fr_001541,L' élève a choisi de jouer de la flûte plutôt que de la clarinette car elle pensait que _ serait difficile à apprendre.,la clarinette,la flûte,A
pr_fr_001542,"Mon hangar que j' ai construit est plus massif que le garage de John, donc _ contient plus de choses.",le garage,le hangar,B
pr_fr_001543,"Mon hangar que j' ai construit est plus massif que le garage de John, donc _ contient moins de choses.",le hangar,le garage,B
pr_fr_001544,"Mary a mis les meubles inutilisés dans la tanière avant de décorer la salle à manger, car _ ne serait pas utilisée pendant la fête.",la manger,la tanière,B
pr_fr_001545,"Mary a mis les meubles inutilisés dans la tanière avant de décorer la salle à manger, car _ à serait vue pendant la fête.",la tanière,la manger,B
pr_fr_001546,"La femme ne pouvait pas écouter sa chanson de jazz préférée sur un CD, alors elle a écouté le disque à la place parce que _ était trop rayé.",le disque,le CD,B
pr_fr_001547,"La femme ne pouvait pas écouter sa chanson de jazz préférée sur un CD, alors elle a écouté le disque à la place parce que _ était en bon état.",le CD,le disque,B
pr_fr_001548,Le nœud sur la tête avait besoin d' un médicament appliqué sur sa zone car _ était enflé.,le médicament,le nœud,B
pr_fr_001549,Le nœud sur la tête avait besoin d' un médicament appliqué sur sa zone car _ le contracterait.,le médicament,le nœud,A
pr_fr_001550,Elle préfère apprendre aux autres à jouer de la guitare plutôt qu' à jouer de la flûte car _ est plus facile à apprendre.,la flûte,la guitare,B
pr_fr_001551,Elle préfère apprendre aux autres à jouer de la guitare plutôt qu' à jouer de la flûte car _ est plus difficile à apprendre.,la guitare,la flûte,B
pr_fr_001552,"Nathan a essayé d' améliorer son crédit en payant son prêt à temps et en gagnant plus grâce à son travail, mais _ avait un intérêt élevé.",le travail,le prêt,B
pr_fr_001553,"Nathan a essayé d' améliorer son crédit en payant son prêt à temps et en gagnant plus à son travail, mais _ a payé peu.",le travail,le prêt,A
pr_fr_001554,La personne qui parlait a dû remplacer le microphone et non l' amplificateur car _ était cassé.,le microphone,l' amplificateur,A
pr_fr_001555,La personne qui parlait a dû remplacer le microphone et non l' amplificateur car _ fonctionnait.,le microphone,l' amplificateur,B
pr_fr_001556,Il avait l' habitude de passer de l' aspirine à un autre médicament pour la douleur au cou parce que _ était faible.,la douleur,l' aspirine,B
pr_fr_001557,Il avait l' habitude de passer de l' aspirine à un autre médicament pour la douleur au cou parce que _ était intense.,l' aspirine,la douleur,B
pr_fr_001558,"Tout l' argent qu' il a volé ne rentrerait pas dans le coffre-fort, parce que _ était tellement élevé.",l' argent,le coffre-fort,A
pr_fr_001559,"Tout l' argent qu' il a volé ne rentrerait pas dans le coffre-fort, car _ était si petit.",le coffre-fort,l' argent,A
pr_fr_001560,"Nous sommes allés dans un magasin pour nous rafraîchir en été, et mon ami voulait une chaise mais elle ne passait pas par la porte car _ était longue.",la chaise,la porte,A
pr_fr_001561,"Nous sommes allés à l' intérieur d' un magasin pour nous rafraîchir en été, et mon ami voulait une chaise mais elle ne passait pas par la porte car _ était courte.",la porte,la chaise,A
pr_fr_001562,"Comme il était dangereux de faire de l' auto-stop, Sam a décidé d' acheter la voiture au lieu de la moto pour se rendre au travail, car _ n' était pas sûre.",la voiture,la moto,B
pr_fr_001563,"Comme il était dangereux de faire de l' auto-stop, Sam a décidé d' acheter la voiture au lieu de la moto pour se rendre au travail, car _ était sûre.",la moto,la voiture,B
pr_fr_001564,Les pellicules apparaissaient plus sur la chemise que sur la veste parce que _ était de couleur plus foncée.,la chemise,la veste,A
pr_fr_001565,Les pellicules apparaissaient plus sur la chemise que sur la veste car _ était de couleur plus claire.,la veste,la chemise,A
pr_fr_001566,La crème a été utilisée à la place de la garniture pour le gâteau pour le mariage car _ était bon marché.,la crème,la garniture,A
pr_fr_001567,La crème a été utilisée à la place de la garniture pour le gâteau pour le mariage car _ était chère.,la garniture,la crème,A
pr_fr_001568,L' adolescent n' a pas pu mettre le cône de signalisation dans son coffre car _ était trop petit.,le cône,le coffre,B
pr_fr_001569,L' adolescent n' a pas pu mettre le cône de signalisation dans son coffre car _ était trop grand.,le cône,le coffre,A
pr_fr_001570,Tara a trouvé que la nouvelle table ne rentrerait pas dans sa chambre parce que _ était trop grande.,la pièce,la table,B
pr_fr_001571,Tara a trouvé que la nouvelle table ne rentrerait pas dans sa chambre parce que _ était trop petite.,la table,la pièce,B
pr_fr_001572,Le chef s' est assuré de mettre la nourriture dans la cuisinière mais _ n' était pas cuite.,la nourriture,la cuisinière,A
pr_fr_001573,Le chef s' est assuré de mettre la nourriture dans la cuisinière mais _ était cassée.,la cuisinière,la nourriture,A
pr_fr_001574,"Il était plus difficile pour la femme d' identifier le type de plante que le type de fougère, car _ n' était pas familière.",la fougère,la plante,B
pr_fr_001575,"Il était plus difficile pour la femme d' identifier le type de plante que le type de fougère, car _ était familière.",la plante,la fougère,B
pr_fr_001576,"L' ordinateur avait besoin d' un nouveau moniteur, mais le clavier allait bien, car _ était très vieux.",le moniteur,le clavier,A
pr_fr_001577,"L' ordinateur avait besoin d' un nouveau moniteur, mais le clavier allait bien, car _ était tout neuf.",le moniteur,le clavier,B
pr_fr_001578,Singh a bu un soda avec de la caféine pour lutter contre sa fatigue mais cela n' a pas fonctionné car _ était trop forte.,la fatigue,la caféine,A
pr_fr_001579,"Singh a bu un soda avec de la caféine pour lutter contre sa fatigue, mais cela n' a pas fonctionné parce que _ était trop faible.",la fatigue,la caféine,B
pr_fr_001580,"La grue était inutile pour construire la maison, mais nous avons utilisé la pelle rétrocaveuse, car _ était superflue à ce moment-là.",la rétrocaveuse,la grue,B
pr_fr_001581,"La grue était inutile pour construire la maison, mais nous avons utilisé la pelle rétrocaveuse, car _ était essentielle à ce moment-là.",la grue,la rétrocaveuse,B
pr_fr_001582,"Mark a loué un camion au lieu d' utiliser son propre SUV pour conduire ses affaires jusqu' au nouvel appartement, car _ était plus grand.",le camion,le SUV,A
pr_fr_001583,"Mark a loué un camion au lieu d' utiliser son propre SUV pour conduire ses affaires jusqu' au nouvel appartement, car _ était plus petit.",le camion,le SUV,B
pr_fr_001584,"Les égratignures étaient profondes sur la table mais n' endommageaient pas la porte, car _ était vulnérable aux dommages.",la porte,la table,B
pr_fr_001585,"Les égratignures étaient profondes sur la table mais n' ont pas endommagé la porte, car _ était imperméable aux dommages.",la table,la porte,B
pr_fr_001586,"Elle a essayé de mettre le marbre dans le capuchon du stylo, mais elle n' a pas pu car _ était trop gros.",le marbre,le capuchon,A
pr_fr_001587,"Elle a essayé de mettre le marbre dans le capuchon du stylo, mais elle n' a pas pu car _ était trop petit.",le marbre,le capuchon,B
pr_fr_001588,"Sharon voulait planter un rosier dans son jardin, mais elle ne pouvait pas parce que _ était trop petit.",le rosier,le jardin,B
pr_fr_001589,"Sharon voulait planter un rosier dans son jardin, mais elle ne pouvait pas parce que _ était trop grand.",le rosier,le jardin,A
pr_fr_001590,"Le champagne était rangé dans le placard au lieu du tiroir pour éloigner les invités, car _ était bien sécurisé.",le tiroir,le placard,B
pr_fr_001591,"Le champagne était rangé dans le placard au lieu du tiroir pour éloigner les invités, car _ était mal sécurisé.",le placard,le tiroir,B
pr_fr_001592,La femme préférait voyager en train plutôt qu' en avion car elle estimait que _ était en sécurité.,le train,l' avion,A
pr_fr_001593,La femme préférait voyager en train plutôt qu' en avion car elle sentait que _ faisait peur.,l' avion,le train,A
pr_fr_001594,"J' avais l' habitude de garder mon cric dans le garage, mais maintenant je le garde dans le coffre car _ est moins pratique.",le coffre,le garage,B
pr_fr_001595,"J' avais l' habitude de garder mon cric dans le garage, mais maintenant je le garde dans le coffre car _ est plus pratique.",le garage,le coffre,B
pr_fr_001596,Le voyageur a lu un livre pendant la durée du vol mais a quitté le magazine parce que _ était divertissant.,le magazine,le livre,B
pr_fr_001597,Le voyageur a lu un livre pendant la durée du vol mais a quitté le magazine car _ était moyen.,le livre,le magazine,B
pr_fr_001598,"J' ai essayé de mettre le papier dans mon portefeuille, mais je n' ai pas pu car _ était trop épais.",le portefeuille,le papier,B
pr_fr_001599,"J' ai essayé de mettre le papier dans mon portefeuille, mais je n' ai pas pu car _ était trop plein.",le portefeuille,le papier,A
pr_fr_001600,Le chien était plus frais que le chat parce que _ était assis sous l' arbre.,le chat,le chien,B
pr_fr_001601,Le chien était plus frais que le chat bien que _ soit assis sous l' arbre.,le chien,le chat,B
pr_fr_001602,Le lit a été remplacé par un futon dans la chambre de Jeff car _ est plus large.,le lit,le futon,A
pr_fr_001603,Le lit a été remplacé par un futon dans la chambre de Jeff car _ est plus pratique.,le futon,le lit,A
pr_fr_001604,Chelsea n' avait pas la motivation de jouer du violon mais l' a fait pour le piano parce que _ était maladroit.,le violon,le piano,A
pr_fr_001605,Chelsea n' avait pas la motivation de jouer du violon mais l' a fait pour le piano parce que _ était agréable.,le violon,le piano,B
pr_fr_001606,"Pendant les exercices, Jason a pu utiliser le podomètre et non son smartphone car _ fonctionnait.",le podomètre,le smartphone,A
pr_fr_001607,"Pendant les exercices, Jason a pu utiliser le podomètre et non son smartphone car _ était cassé.",le podomètre,le smartphone,B
pr_fr_001608,Il pense que la sculpture qu' il a achetée est tellement meilleure que l' art que la peinture que j' ai achetée simplement parce que _ est chère.,la peinture,la sculpture,B
pr_fr_001609,Il pense que la sculpture qu' il a achetée est tellement meilleure que l' art que la peinture que j' ai achetée simplement parce que _ est bon marché.,la peinture,la sculpture,A
pr_fr_001610,"Elle a utilisé le déodorant au lieu du parfum pour se faire sentir frais, car _ était plein.",le déodorant,le parfum,A
pr_fr_001611,"Elle a utilisé le déodorant au lieu du parfum pour se faire sentir frais, car _ était vide.",le parfum,le déodorant,A
pr_fr_001612,Andrew a choisi de cultiver des fraises dans un pot plutôt que dans le sol car _ n' est pas portable.,le pot,le sol,B
pr_fr_001613,Andrew a choisi de cultiver des fraises dans un pot plutôt que dans le sol parce que _ est raisonnablement portable.,le sol,le pot,B
pr_fr_001614,"Ada a conduit le cheval en sueur de la grange à la prairie, car _ était chaude.",la prairie,la grange,B
pr_fr_001615,"Ada a conduit le cheval en sueur de la grange à la prairie, parce que _ était fraîche.",la prairie,la grange,A
pr_fr_001616,Les animateurs sont montés sur scène et ont présenté le chapeau fou et non le bâton parce que _ était intéressant.,le chapeau,le bâton,A
pr_fr_001617,Les artistes sont montés sur scène et ont présenté le chapeau fou et non le bâton parce que _ était collant.,le bâton,le chapeau,A
pr_fr_001618,"La pile d' argent que Rebecca recevait de la banque ne rentrerait pas dans son sac à main, _ était trop large.",l' argent,le sac,A
pr_fr_001619,"La pile d' argent que Rebecca recevait de la banque ne rentrerait pas dans son sac à main, _ était trop étroit.",le sac,l' argent,A
pr_fr_001620,"Elle voulait ajouter un décor dans le bocal à poissons, mais n' a pas pu le faire car _ était trop grand.",le bol,le décor,B
pr_fr_001621,"Elle voulait ajouter un décor dans le bocal à poissons, mais n' a pas pu le faire car _ était trop petit.",le décor,le bol,B
pr_fr_001622,Le paiement sur la voiture était inférieur au paiement sur la moto parce que _ était un véhicule plus agréable.,la voiture,la moto,B
pr_fr_001623,Le paiement sur la voiture était plus que le paiement sur la moto parce que _ était un véhicule plus agréable.,la moto,la voiture,B
pr_fr_001624,Callie a suivi un régime liquide à travers un tube mais souffrait parce que _ était douloureux.,le régime,le tube,B
pr_fr_001625,Callie a suivi un régime liquide par tube mais souffrait parce que _ était restrictif.,le régime,le tube,A
pr_fr_001626,"Il a essayé de mettre tout l' argent dans le coffre-fort, mais il ne rentre pas parce que _ était trop cher.",le coffre-fort,l' argent,B
pr_fr_001627,"Il a essayé de mettre tout l' argent dans le coffre-fort, mais il ne rentre pas parce que _ était trop petit.",le coffre-fort,l' argent,A
pr_fr_001628,"Le coup de pied de l' autocollant a creusé le sol au fur et à mesure, _ était trop mou.",le sol,le coup,A
pr_fr_001629,"Le coup de pied de l' attaquant a creusé le sol au fur et à mesure, _ de pied était trop dur.",le coup,le sol,A
pr_fr_001630,"Enfant, l' homme a eu de belles expériences avec le skateboard mais pas avec le vélo car _ était amusant.",le vélo,le skateboard,B
pr_fr_001631,"Enfant, l' homme a eu de belles expériences avec le skateboard mais pas avec le vélo car _ était écrasant.",le skateboard,le vélo,B
pr_fr_001632,"La température dans la chambre était plus chaude que dans la cuisine, donc _ est probablement plus élevée, car la chaleur augmente.",la chambre,la cuisine,A
pr_fr_001633,"La température dans la chambre était plus chaude que dans la cuisine, donc _ est probablement plus basse, car la chaleur augmente.",la chambre,la cuisine,B
pr_fr_001634,Le cabriolet rouge ne rentrera pas dans le garage car _ est trop large.,le garage,le cabriolet,B
pr_fr_001635,Le cabriolet rouge ne rentrera pas dans le garage car _ est trop élancé.,le garage,le cabriolet,A
pr_fr_001636,L' arthrite de ma mère était plus grave que la grippe de mon père parce que _ ne pouvait pas être guérie.,l' arthrite,la grippe,A
pr_fr_001637,L' arthrite de ma mère était plus grave que la grippe de mon père parce que _ était courante.,la grippe,l' arthrite,A
pr_fr_001638,"John préfère généralement boire du vin plutôt que du whisky, car _ est un alcool plus faible.",le vin,le whisky,A
pr_fr_001639,"John préfère généralement boire du vin plutôt que du whisky, car _ est un alcool plus fort.",le vin,le whisky,B
pr_fr_001640,"L' homme voulait rédiger son CV sur une seule feuille de papier, mais _ était trop petit.",le CV,le papier,B
pr_fr_001641,"L' homme voulait rédiger son CV sur une seule feuille de papier, mais _ était trop volumineux.",le papier,le CV,B
pr_fr_001642,J' ai lentement ajouté les pois du sac dans le pot jusqu' à ce que _ soit sorti.,le sac,le pot,A
pr_fr_001643,J' ai lentement ajouté les pois du sac dans le pot jusqu' à ce que _ soit plein.,le pot,le sac,A
pr_fr_001644,La fille aimait plus pratiquer le piano que le violon car _ était plus agréable.,le piano,le violon,A
pr_fr_001645,La fille aimait plus pratiquer le piano que le violon car _ était plus compliqué.,le violon,le piano,A
pr_fr_001646,"Il avait utilisé un essai gratuit de 30 jours pour le logiciel qu' il aimait, mais il était triste après les 30 jours parce que _ était bon.",le logiciel,l' essai,A
pr_fr_001647,"Il avait utilisé un essai gratuit de 30 jours pour le logiciel qu' il aimait, mais il était triste après les 30 jours parce que _ était terminé.",l' essai,le logiciel,A
pr_fr_001648,Le skateboard était meilleur pour exécuter un ollie par rapport au longboard parce que _ était beaucoup plus léger.,le skateboard,le longboard,A
pr_fr_001649,Le skateboard était meilleur pour exécuter un ollie par rapport au longboard parce que _ était beaucoup trop lourd.,le skateboard,le longboard,B
pr_fr_001650,"Mon frère a eu une crise qui était pire que sa grippe, car _ était mortelle.",la grippe,la crise,B
pr_fr_001651,"Mon frère a eu une crise qui était pire que sa grippe, car _ était minime.",la crise,la grippe,B
pr_fr_001652,"Il a encadré son diplôme avec du bois au lieu du métal, car il estimait que _ était plus piéton.",le bois,le métal,B
pr_fr_001653,"Il a encadré son diplôme avec du bois plutôt que du métal, car il estimait que _ était plus prestigieux.",le bois,le métal,A
pr_fr_001654,Le bandana ne couvrait pas son visage aussi bien que le masque car _ était minuscule.,le masque,le bandana,B
pr_fr_001655,Le bandana ne couvrait pas son visage aussi bien que le masque car _ était parfait.,le masque,le bandana,A
pr_fr_001656,"J' ai envoyé une carte et une plante à un parent malade, mais il est allergique à la plante et _ a donc été jetée.",la plante,la carte,A
pr_fr_001657,"J' ai envoyé une carte et une plante à un parent malade, mais il est allergique à la plante, donc _ a été conservée.",la carte,la plante,A
pr_fr_001658,"Paula fait ses biscuits avec du beurre au lieu de shortening, même si _ est plus cher.",le beurre,le shortening,A
pr_fr_001659,"Paula fait ses biscuits avec du beurre au lieu du shortening, même si _ est moins cher.",le shortening,le beurre,A
pr_fr_001660,"J' ai supprimé le bœuf de mon alimentation et ajouté du porc, car _ s' est avéré malsain.",le bœuf,le porc,A
pr_fr_001661,"J' ai supprimé le bœuf de mon alimentation et ajouté du porc, car _ s' est avéré nourrissant.",le porc,le bœuf,A
pr_fr_001662,"Le trajet à la foire était effrayant, alors l' enfant a décidé de se tenir sur le rail au lieu du siège car _ lui procurait du confort.",le siège,le rail,B
pr_fr_001663,"Le trajet à la foire était effrayant, alors l' enfant a décidé de se tenir sur le rail au lieu du siège car _ lui causait de l' anxiété.",le rail,le siège,B
pr_fr_001664,John a vécu une période beaucoup plus difficile à l' université qu' à l' école parce que _ était très structurée.,l' école,l' université,B
pr_fr_001665,John a vécu une période beaucoup plus difficile à l' université qu' à l' école parce que _ était très lâche.,l' université,l' école,B
pr_fr_001666,"Le cross-training pour les coureurs mêle l' intensité du sprint à la douceur du jogging, car _ est nécessaire pour les tirets rapides.",la douceur,l' intensité,B
pr_fr_001667,"L' entraînement croisé pour les coureurs mélange l' intensité du sprint avec la douceur du jogging, car _ est nécessaire pour les courses plus longues.",l' intensité,la douceur,B
pr_fr_001668,"Avery était en train de débattre de la possibilité de prendre l' allemand au lieu du latin, car _ était vieux.",l' allemand,le latin,B
pr_fr_001669,"Avery débattait sur l' idée de prendre l' allemand au lieu du latin, car _ était plus récent.",le latin,l' allemand,B
pr_fr_001670,"La cicatrice avait besoin de soins médicaux pour guérir, tandis que la coupure guérissait naturellement, car _ était une blessure grave.",la coupure,la cicatrice,A
pr_fr_001671,"La cicatrice avait besoin de soins médicaux pour guérir, tandis que la coupure guérissait naturellement, car _ était une blessure mineure.",la cicatrice,la coupure,A
pr_fr_001672,"Ils ont décidé qu' ils allaient jouer au volley-ball au lieu du golf, car _ était passionnant.",le golf,le volley-ball,B
pr_fr_001673,"Ils ont décidé qu' ils allaient jouer au volley-ball au lieu du golf, car _ était nul.",le volley-ball,le golf,B
pr_fr_001674,"La collision sur le pare-chocs a détruit le capot, mais le châssis était toujours intact, car _ était défectueux lors d' un accident.",le capot,le châssis,A
pr_fr_001675,"La collision sur le pare-chocs a détruit le capot, mais le châssis était toujours intact, car _ a été efficace en cas d' accident.",le châssis,le capot,A
pr_fr_001676,"James s' est rendu compte qu' il ne pouvait pas vendre sa maison assez rapidement à quelqu' un qui pouvait se le permettre, alors il a décidé de vendre sa voiture parce que _ était bon marché.",la voiture,la maison,A
pr_fr_001677,"James s' est rendu compte qu' il ne pouvait pas vendre sa maison assez rapidement à quelqu' un qui pouvait se le permettre, alors il a décidé de vendre sa voiture parce que _ était chère.",la voiture,la maison,B
pr_fr_001678,"Nous avons quitté le café et sommes allés méditer au parc à la place, car _ était tellement distrayant.",le café,le parc,A
pr_fr_001679,"Nous avons quitté le café et sommes allés méditer au parc à la place, car _ était si serein.",le parc,le café,A
pr_fr_001680,Casper a mis la table avec de la porcelaine au lieu de la vaisselle jetable pour le dîner officiel parce que _ était raffinée.,la jetable,la porcelaine,B
pr_fr_001681,Casper a mis la table avec de la porcelaine au lieu de la vaisselle jetable pour le dîner officiel parce que _ était sale.,la jetable,la porcelaine,A
pr_fr_001682,Il a pelleté le fumier de la cage et l' a mis dans la brouette jusqu' à ce que _ soit vide.,la brouette,la cage,B
pr_fr_001683,Il a pelleté le fumier de la cage et l' a mis dans la brouette jusqu' à ce que _ soit pleine.,la brouette,la cage,A
pr_fr_001684,"Le prix du soda augmentait au magasin mais diminuait au marché, car _ avait une pénurie.",le marché,le magasin,B
pr_fr_001685,"Le prix du soda augmentait au magasin mais diminuait au marché, car _ avait un excédent.",le marché,le magasin,A
pr_fr_001686,"Les chances que le dessin se vende plus que le modèle étaient faibles, car _ était amateur.",le modèle,le dessin,B
pr_fr_001687,"Les chances que le dessin se vende plus que le modèle étaient élevées, car _ était amateur.",le modèle,le dessin,A
pr_fr_001688,"Elle a essayé d' éviter le zoo pour pouvoir visiter le parc à la place, car _ était contraire à ses goûts.",le parc,le zoo,B
pr_fr_001689,"Elle a essayé d' éviter le zoo pour pouvoir visiter le parc à la place, car _ était aligné sur ses goûts.",le zoo,le parc,B
pr_fr_001690,"Le fossé offrait une solide défense contre l' attaque de la horde, tandis que le mur tombait instantanément, car _ était résistant à leur attaque.",le fossé,le mur,A
pr_fr_001691,"Le fossé offrait une solide défense contre l' attaque de la horde, tandis que le mur tombait instantanément, car _ était vulnérable à leur attaque.",le fossé,le mur,B
pr_fr_001692,Elle a essayé de se calmer en écoutant de la musique sur son téléphone au lieu d' écrire dans un journal parce que _ était plus difficile pour elle.,le téléphone,le journal,B
pr_fr_001693,Elle a essayé de se calmer en écoutant de la musique sur son téléphone au lieu d' écrire dans un journal parce que _ était plus facile pour elle.,le journal,le téléphone,B
pr_fr_001694,La femme a choisi d' utiliser le tournevis au lieu du marteau parce que _ lui était plus familier.,le marteau,le tournevis,B
pr_fr_001695,La femme a choisi d' utiliser le tournevis au lieu du marteau parce que _ lui était plus étranger.,le marteau,le tournevis,A
pr_fr_001696,"La vendeuse a suggéré l' huile au lieu de la crème pour sa peau, car _ était connue pour guérir l' acné.",la crème,l' huile,B
pr_fr_001697,"La vendeuse a suggéré l' huile au lieu de la crème pour sa peau, car _ était connue pour causer de l' acné.",l' huile,la crème,B
pr_fr_001698,"Jan voulait déplacer un bureau dans le coin de la salle familiale, mais _ était trop étroit.",le bureau,le coin,B
pr_fr_001699,Jan voulait déplacer un bureau dans le coin de la salle familiale mais _ était trop large.,le coin,le bureau,B
pr_fr_001700,"Le musée a décidé de ne pas acheter l' armure, mais a acheté l' épée à la place, car _ était une réplique.",l' armure,l' épée,A
pr_fr_001701,"Le musée a décidé de ne pas acheter l' armure, mais a acheté l' épée à la place, car _ était une antiquité.",l' armure,l' épée,B
pr_fr_001702,"L' homme a enlevé le débardeur et mis le t-shirt, car _ était en sueur.",le débardeur,le t-shirt,A
pr_fr_001703,"L' homme a enlevé le débardeur et a mis le t-shirt, car _ était frais.",le t-shirt,le débardeur,A
pr_fr_001704,J' ai attrapé mon pardessus dans le placard pour me rendre compte que _ était trop grand.,le pardessus,le placard,A
pr_fr_001705,J' ai attrapé mon pardessus dans le placard pour me rendre compte que _ était trop petit pour cela.,le placard,le pardessus,A
pr_fr_001706,Le poêle chauffait beaucoup mieux la maison que le radiateur car _ était cassé.,le radiateur,le poêle,A
pr_fr_001707,Le poêle chauffait beaucoup mieux la maison que le radiateur bien que _ soit cassé.,le radiateur,le poêle,B
pr_fr_001708,"Le bus devait arriver à 7h45 mais le concert avec mon groupe indépendant préféré était prévu pour 8h00; heureusement, _ était tôt, donc je n' ai rien manqué.",le bus,le concert,A
pr_fr_001709,"Le bus devait arriver à 7h45 mais le concert avec mon groupe indépendant préféré était prévu pour 8h00; heureusement, _ était en retard donc je n' ai rien manqué.",le concert,le bus,A
pr_fr_001710,"La peinture ne rentrerait pas dans le cadre, mais la carte le faisait, car _ était plus grande.",la peinture,la carte,A
pr_fr_001711,"La peinture ne rentrerait pas dans le cadre, mais la carte le faisait, car _ était plus petite.",la peinture,la carte,B
pr_fr_001712,"Il préférait communiquer avec le téléphone via l' ordinateur, car _ avait un signal clair.",le téléphone,l' ordinateur,A
pr_fr_001713,"Il préférait communiquer avec le téléphone via l' ordinateur, car _ avait un signal flou.",le téléphone,l' ordinateur,B
pr_fr_001714,Le bulldozer n' a pas pu être garé sur le terrain de construction car _ était trop énorme.,le bulldozer,le terrain,A
pr_fr_001715,Le bulldozer n' a pas pu être garé sur le terrain de construction car _ était trop petit.,le terrain,le bulldozer,A
pr_fr_001716,Kim a jeté la laiterie du réfrigérateur et a gardé la viande car _ était avariée.,la laiterie,la viande,A
pr_fr_001717,Kim a jeté la laiterie du réfrigérateur et a gardé la viande car _ était fraîche.,la viande,la laiterie,A
pr_fr_001718,Le chien préférait dormir sur le canapé plutôt que sur le lit du chien car _ était plus proche de sa nourriture.,le lit,le canapé,B
pr_fr_001719,Le chien préférait dormir sur le canapé au lieu du lit pour chien car _ était plus éloigné de sa nourriture.,le canapé,le lit,B
pr_fr_001720,Il a vaporisé du déodorant sur son linge sale parce que les gens venaient et que _ sentait mauvais.,le linge,le déodorant,A
pr_fr_001721,Il a vaporisé du déodorant sur son linge sale parce que les gens venaient et que _ sentait bon.,le déodorant,le linge,A
pr_fr_001722,"J' aimais beaucoup mieux la raison que l' excuse, car _ était honnête.",la raison,l' excuse,A
pr_fr_001723,"J' aimais beaucoup mieux la raison que l' excuse, parce que _ était fausse.",l' excuse,la raison,A
pr_fr_001724,"Layla avait un test à venir, mais n' a pas été en mesure d' étudier suffisamment leur guide d' étude car _ était bientôt.",le guide,le test,B
pr_fr_001725,Layla avait un test à venir mais n' a pas été en mesure d' étudier suffisamment leur guide d' étude car _ d' étude était long.,le test,le guide,B
pr_fr_001726,"Ses jambes sont devenues plus fortes en tirant le traîneau au lieu de pousser le bloc, bien que _ soit plus léger.",le bloc,le traîneau,B
